Username,Tweet,Like Count,Retweet Count,Subjectivity,Polarity,Analysis
WildFlowerPR,Activate a Glo sim now and enjoy new Glo Berekete tarrif plan.#GloBerekete,0,0,0.4772727272727273,0.2681818181818182,Strong
GloCare," Hello Kayode, your line is on the 11k tarrif  GLO 11k/sec plan. Onnet call rate: 11k/s (Excluding VAT). Offnet call rate: 11k/s (Excluding VAT)
Access Fee on first outgoing call of the day: N7 (N7.17 including VAT) On-net SMS: N4/SMS. Off-net SMS: N4/SMS
AA",0,0,0.3333333333333333,0.25,Strong
real__stella, Please I want to change my tarrif plan to glo yakata but not working. Please what do I do now,0,0,0.0,0.0,Neutral
_bidrock,"              Yes oo. Especially the ""Glo 11kobo Tarrif Plan"", you'll just call any number confortably without checking the time ❤️❤️",0,0,1.0,0.0,Neutral
AkintomiwaAA," please what is the cheapest tarrif plan on glo, A tarrif that does not attract bonus though.",0,0,0.0,0.0,Neutral
justnev7, pls glo.i beg u in the name of God don't migrate my line to yakata again I hate the tarrif plan it's useless my tarrif plan is jumbo and I am ok with dat,0,0,0.5333333333333333,-0.26666666666666666,Weak
day_voo,  Taste differ baby . Whereas mtn and glo tarrif plan dey different,0,0,0.6,0.0,Neutral
MR_LAMIDE," good morning Glo. Please, as an existing customer, I'll like to migrate to Glo Yakata tarrif plan. I learnt it's ""*230#"" but it's not working. Any tips?",0,0,0.6000000000000001,0.7,Very Strong
MolaWaleTech,"
I want to know the tarrif plan I'm using on my glo number: 08054767195
I want to activate to Glo Yakata and I am receiving invalid response when I dial *220#. Please kind help me out",1,0,0.9,0.6,Strong
altaaf_ML,     Don't mind the GLO users trying to convince MTN users to migrate to their tarrif plan....,1,1,0.0,0.0,Neutral
DareFunso, Give short code to the available tarrif plan on Glo,0,0,0.35,0.2,Strong
justnev7, Glo pls u don't have 4g network in Benin edo state.?.. Cos I bought a 4g line  a Day ago... Up till now I am not seeing 4g network on my phone all I am seeing is 3g network . my no is 08159074403 and pls what is the benefit of the tarrif plan on my line?,0,0,0.0,0.0,Neutral
Joshgalaxxy," hello glo care, pls what is the major difference btwn glo gbam and glo bounce tarrif plans, i make lots of calls and will like to knw which plan is most favorable",0,0,0.5,0.28125,Strong
victormaley, Which tarrif plan is cheap in glo,0,0,0.7,0.4,Strong
OnGodWeWin, hi. I recently moved to Glo yakata tariff plan and I must say I am regretting that decision. Thing is i cant recollect what tarrif plan I was before migrating to yakata. Is there a way you could help me find out the previous plan I was on?,0,0,0.20833333333333331,-0.08333333333333333,Weak
teflondongedo, Now I have #100 on my number and still can't subscribe to this Glo bam tarriff....  I spent much money on calls and I need a remedy to that asap. My number is 08071362898. Just subscribe me to the best package that have better tarrif plan asap,1,0,0.275,0.4,Strong
nignaira, is glo yakata also a plan? What's it tariff and glo bumpa tarrif?,0,0,0.0,0.0,Neutral
mrdreamstyle_ng," Hello Glo Care 
If I migrate to Glo 11/sec tarrif plan will I still be able to receive Yakata bonus when I recharge",0,0,0.625,0.5,Strong
Chuxx100,Hello  does Glo yakata tarrif plan stop working after 6 months of usage?,0,0,0.0,0.0,Neutral
kingjemi_,"  
I've been on glo yakata tarrif plan and I get these ""ONNET "" bonuses that comes with it, which is separate from my ALLNET bonus but still don't know what the ONNET Bonus given is used for because it just accumulates and never get's cut from.",0,0,0.0,0.0,Neutral
Basurt75, good morning. Pls which tarrif plan will be charging me 11k or 12k/ seconds without any hidden charges on glo. Pls reply me the plan with the code. Tanx,0,0,0.4666666666666667,0.26666666666666666,Strong
Lee_royale3," I will choose GLO over and over again,but I honestly don't know why people complain about  Get you a GLO 4G LTE choose the tarrif plan that suits you and you will be happy just as I am👌",3,0,0.95,0.7,Very Strong
ajyinks, Please is there free night call on any glo tarrif plan? If there is what plan is that? Thanks,0,0,0.5,0.30000000000000004,Strong
IlesanmiTommy," .Good day.I don't understand d reason why u people migrate me 2 a plan I don't understand anything about called ""Yakata""&amp;after recharging I discovered dat my main account is empty.Pls refund my 1k and return me back 2 d former tarrif,bcos I used Glo 4 subscription alone",0,0,0.1111111111111111,0.05555555555555555,Strong
real_zakx, Im on glo yakata tarrif plan can i still subscribe to the glo idd call slasher?,0,0,0.0,0.0,Neutral
jayteeofnaija,  i migrated to yakata tarrif plan yet i don’t get all the bonus promised especially the recharge airtime and getting bonus airtime my glo number is 08051583599,0,0,1.0,0.0,Neutral
kenwills01, Tell me the cheapest tarrif plan on Glo and I'll gladly migrate to immediately.,0,0,1.0,0.5,Strong
oluwaloseyi07," good day, can a new subscriber migrate to the glo bumpa tarrif plan?",0,0,0.5272727272727273,0.41818181818181815,Strong
lukman_adebiyi, please kindly help me with my sim I have not been getting any bonus in glo bumpa tarrif plan as advertised,0,0,0.9,0.6,Strong
fredie107," Just switched to glo Yakata tarrif plan,  how do I check my data bonus on glo Tamara?",0,0,0.0,0.0,Neutral
onchukwusom," I have been trying to migrate to Glo Yakata since yesterday, but to no avial. I used *220#, but after getting a welcome reply, I check with #100# and still see ""free tomorrow"" tarrif plan. 08070734851 is the number. Pls reply ASAP",0,0,0.8500000000000001,0.6000000000000001,Strong
eltunjeee,"So this how i just miss my data. 
I wanted to check this Glo Yakata and booom ot activated the tarrif plan.",1,0,0.0,0.0,Neutral
wetechng,"Wetechng updates: All you need to know about Glo new Tarrif Plan, Glo Yakata via
https://t.co/Ltgg3RuWhe #Glo #GloYakata #Freebrowsing #Tech  #Cheat",0,0,0.45454545454545453,0.13636363636363635,Strong
DrightSauce,GLO is shitty but their tarrif plan is very affordable.... I’d have opted to GLO if not for their network... https://t.co/uelfqJrhIH,0,0,0.3,0.2,Strong
Potterstouch_," why do I always get a deduction from my line's credit. And if i call customer care, all I hear is different unreasonable excuses like 'you subscribed for a special tarrif plan',  which is a blunt lie 4frm them Extortion refdefined by Glo world",0,0,0.5857142857142856,0.17857142857142858,Strong
yummiejay1," i am not enjoying this glo jumbo pack benefits.. ever since i migrated to another tarrif plan, i havent been enjoying thé benefits..",0,0,0.6,0.125,Strong
techlegible,Glo Bumpa Tarrif Plan Offer Free 200% Bonus And Free Night Calls For 30days https://t.co/JmcT6QOloZ,0,0,0.8,0.4,Strong
DannyKinz1,Glo Bumpa Tarrif Plan Offer Free 200% Bonus And Free Night Calls For 30days https://t.co/S7Z50X5J5X,0,0,0.8,0.4,Strong
ChinedJohn, Am trying to migrate to Glo 11k/s Tarrif Plan for long but it's not going through. Please can you help me to do it. 08070518306,0,0,0.4,-0.05,Weak
OJay_Jahswill,"Please I'd like to know, did I change my tarrif plan when I activated that N20,000 naira Bonanza? Because the rate at which you guys charge for calls now is just terrible. Besides, the N20,000 is just for glo to glo lines ",0,0,1.0,-1.0,Very Weak
sakabeAJ,So guys what's the best glo voice call tarrif plan ,0,0,0.3,1.0,Very Strong
afri_inventors,What rights does glo have to change tarrif plans of data plan without informing we the customers?,0,0,0.0,0.0,Neutral
derakings, here's my number 08115375920. Pls opt me our from that tarrif plan. So i can be using my glo line,0,0,0.0,0.0,Neutral
derakings, for long now i have not been recharging my glo line why bcos I'm on a 50k per/sec tarrif plan. I have cal'd your,0,0,0.4,-0.05,Weak
justnev7, good afternoon Glo... Pls I will like to know the active tarrif plan I. Am using my no. Is 08075367275,0,0,0.6000000000000001,0.2833333333333333,Strong
Joshbanky10, pls I recharged on the Glo bumpa tarrif plan yet I wasn't given bonus,0,0,0.0,0.0,Neutral
infinitikoncept,  GLO is claiming they stole my 140+ mins of International bundle cox I changed tarrif plan when no correlation,0,0,0.0,0.0,Neutral
Iyemzi_solja, I joined a tarrif plan called Glo  bumpa and now I tried to opt out I couldn't........ Please help,0,0,0.0,0.0,Neutral
IbrahimSadiq2, how do I check my  credit balance of the Glo 11k/s tarrif plan? What is the code?,0,0,0.0,0.0,Neutral
Deleyele, pls change my call tarrif plan to glo bounce,0,0,0.0,0.0,Neutral
Ganiy_Baloo, What is the validity of the airtime bonus on glo bumpa tarrif plan?,0,0,0.0,0.0,Neutral
elixirworldtech," good day, please I just got a Glo sim and I activated with 300 naira. What is the best tarrif plan for calling in your network .",0,0,0.45000000000000007,0.85,Very Strong
segunkennywhity, please password for glo gbam xtra. What is the rate of the tarrif plan...,0,0,0.0,0.0,Neutral
Victoriaekanem4,. Pls what plan provides the lowest tarrif for glo calls to other networks.  Also what code is used to purchase data bundles.,0,0,0.375,-0.125,Weak
Uncle_Malcolm," please what happened to the tarrif plan ""glo bumper""?",0,0,0.0,0.0,Neutral
heritageecho,ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/e5akbVHWBq,0,0,0.9,0.7,Very Strong
chiodoemelam,  pls. am in the glo gbam tarrif plan of 11 k/s and,0,0,0.0,0.0,Neutral
olexbaba,HOW TO MIGRATE TO ANY TARRIF PLAN ON MTN FOR FREE | •©{OLEX}™|HOME¤OF LATEST MTN|AIRTEL|GLO|ETISALAT https://t.co/QEt7nUNy1u,0,0,0.8500000000000001,0.45,Strong
Techdavids,Glo Bumpa Tarrif Plan: Get Double (200%) On Every Recharge - Good For Data Subscribers https://t.co/u7PaCQC0ad,0,0,0.30000000000000004,0.35,Strong
Sodeeqstarblog,Glo lunch new tarrif plan that wil give you 800% bonus when your recharge https://t.co/UMybvUGOBT,0,0,0.45454545454545453,0.13636363636363635,Strong
Ekesiliprince,", pls enlighten me on Glo BB10 plans and how to subscribe. Also, what is Glo cheapest call tarrif plan. Thanks",0,0,0.2,0.2,Strong
_ugliestguy,Check out this GLO latest tarrif plan that gives you over 800% bonus: Gl​obacom Nigeria has launched a new Ta... https://t.co/drxkEqhJzo,0,0,0.6772727272727272,0.3181818181818182,Strong
Naijaray_com,Glo Jollific8 Tarrif Plan: Get 800% Value of Your Recharge https://t.co/NNFtj7WDbg,0,0,0.0,0.0,Neutral
wetechng,Introducing Glo Jollific 8 Tarrif Plan that Offers 800% Bonus on every Recharge - https://t.co/rHPfqv8ru9 https://t.co/xHhNAvVO0Y,0,0,0.0,0.1,Strong
olexbaba,GLO LATEST TARRIF PLAN NAMED JOLIFIC8 | •©{OLEX}™|HOME¤OF LATEST MTN|AIRTEL|GLO|ETISALAT https://t.co/xy7qVG6OjB,0,0,0.9,0.5,Strong
ubamfrank,  do glo have 11k per seconds tarrif plan,0,0,0.0,0.0,Neutral
OlisaOsega,"Except u have subscribed to the new Glo tarrif plan, not data friendly atall. https://t.co/jtDGGidDil",0,1,0.4772727272727273,0.2556818181818182,Strong
BlackshortGee, lol. If u see glo new data tarrif plan.Over cheap dey worry am but dem ntwk slow and some areas not even accessible.i wan run,0,0,0.48090909090909084,0.1672727272727273,Strong
six9ineoflagos,Glo new data plan tarrif is just so cool.,0,0,0.5522727272727272,0.24318181818181817,Strong
Godzygodzy,Latest Glo Cheapest Call Tarrif Plans for May 2016: GLO BOUNCEGlo Bounce tariff plan offers best and competit... https://t.co/ynVnDx7sSU,0,0,0.39999999999999997,0.5333333333333333,Strong
CmrdGuz," pls what is d best tarrif plan on glo network? I am over charged, I love glo but it seems glo network does not like her lovers",0,0,0.44999999999999996,0.75,Very Strong
ernestmoores,  pls wats d tarrif plan for glo bounce?,0,0,0.0,0.0,Neutral
ndernensurma2, pls i need the code for glo tarrif plan with cheapest call rate,0,0,0.0,0.0,Neutral
KidaWarri,"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat https://t.co/CzoMRk1bTK... https://t.co/SdCVdIe6qp",0,0,0.9,0.5,Strong
KidaWarri,"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat https://t.co/CzoMRk1bTK https://t.co/O1ImfNanws",0,0,0.9,0.5,Strong
bhenzo42,"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat - Phones - Nigeria https://t.co/DSf8NzKDXK",0,0,0.9,0.5,Strong
gojenkaribatu,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/nfiHGXJP0k",0,0,0.9,0.5,Strong
nixadex,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat - Welcome To Metro Naija https://t.co/y89Zf9swJ3",0,0,0.9,0.65,Strong
FreshT_Money,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/cLIrP54xIe ",0,0,0.9,0.5,Strong
saintDUDU,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/LD1GHEwnT8 ",0,0,0.9,0.5,Strong
Diamonds_info,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/S978NOx1aI ",0,0,0.9,0.5,Strong
Jessy_Babs,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/GSDoSfHoHU ",0,0,0.9,0.5,Strong
mz_lami1,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/2uLaFEtgSl ",0,0,0.9,0.5,Strong
iamadexmich,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/2HoIcWOhP0 ",0,0,0.9,0.5,Strong
NEVANANG,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/vbHa9TfvhB ",0,0,0.9,0.5,Strong
Tosankoye,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/VNBkAMws0F ",0,0,0.9,0.5,Strong
KingingKenko,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/HkzNk6jtvx ",0,0,0.9,0.5,Strong
starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat:  https://t.co/3cJYfVhRAs https://t.co/hlIkDD59CH",0,0,0.9,0.5,Strong
starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat:  https://t.co/3cJYfVhRAs",0,0,0.9,0.5,Strong
a1000_laff,"See The Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/Mn87peCjQi https://t.co/3SilJwskjG",0,0,0.9,0.5,Strong
Titcombemic,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/1z28GH4EhW",0,0,0.9,0.5,Strong
sup3rsonik_," Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat: In Nigeria, it’s well known t... https://t.co/X0kCeYTtvH",0,0,0.9,0.5,Strong
Google_My_Boobx,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/D451tfCdUT",0,0,0.9,0.5,Strong
starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/4ZrfoiFUsx https://t.co/q32gdRAOEj https://t.co/QQeVCpVaAp",0,0,0.9,0.5,Strong
starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/fbNZQeE8Ks https://t.co/PnDr2shims",0,0,0.9,0.5,Strong
iam_deejay97,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3DYv5gRY1D https://t.co/M4UazpAnNb https://t.co/nVx0uvnVtv",0,0,0.9,0.5,Strong
starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/LL27Ox6ftR",0,0,0.9,0.5,Strong
nixadex,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/1NC2e5UDMd",0,0,0.9,0.5,Strong
iam_deejay97,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/SdYBjw3og0",0,0,0.9,0.5,Strong
starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/4ZrfoiFUsx https://t.co/q32gdRAOEj",0,0,0.9,0.5,Strong
starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/fbNZQeE8Ks",0,0,0.9,0.5,Strong
iam_deejay97,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3DYv5gRY1D https://t.co/M4UazpAnNb",0,0,0.9,0.5,Strong
omegaonaga,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/7SePsr46rm",0,0,0.9,0.5,Strong
kk2ali,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3ojzvUbSgZ",0,0,0.9,0.5,Strong
marodgreat,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And… https://t.co/fNefdLO1mF https://t.co/v5xWPuvP1a",0,0,0.9,0.5,Strong
john_99s,"EJAWEB:
About  the Glo Bounce prepaid tarrif plan

Glo is into a prepaid tarrif plan tagged Glo Bounce.
With Glo... https://t.co/zHVv2yDjN8",0,0,0.0,0.0,Neutral
allnewsstories,ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/p0YjCF4j3h,0,0,0.9,0.7,Very Strong
allnewssssss,ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/xPrpRCO1Ez,0,0,0.9,0.7,Very Strong
heritageecho,ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/e5akbVHWBq,0,0,0.9,0.7,Very Strong
Skipon97, How do I check my tarrif plan on glo ghana line,0,0,0.0,0.0,Neutral
jubrola," pls I need details about glo bam tarrif plan. I mean the call, SMS  rate, other charges and offer. Also,code to switch to the plan.",0,0,0.53125,-0.21875,Weak
Jumehjed," Hi, i want all the glo tarrif plan now to enable to migrate to any plan of my choice. if u like ignore me not ur first tym",0,0,0.3333333333333333,0.25,Strong
briannabanksxx1, just got a new GLO sim card and I don't know which tarrif plan will be best for calling and surfing can you suggest any?,0,0,0.37727272727272726,0.5681818181818181,Strong
kiss_teezy,"Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network https://t.co/sSGDBESIMG… https://t.co/3OmHhnEsnE""",0,0,0.0,0.0,Neutral
davidakinwaleng,Glo Introduces The Cheapest Tarrif Plan 11k/sec For Calls To All Network http://t.co/wF6ByKUSUK,0,0,0.0,0.0,Neutral
davidakinwaleng,Wow! Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/NWtKHItrHc,1,0,1.0,0.125,Strong
MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,0,1,0.0,0.0,Neutral
jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,0,0,0.0,0.0,Neutral
MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,1,0,0.0,0.0,Neutral
jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,0,0,0.0,0.0,Neutral
MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,0,0,0.0,0.0,Neutral
jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,0,2,0.0,0.0,Neutral
MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/1mnvv2oVZT http://t.co/uTv3YYDhzJ,2,3,0.0,0.0,Neutral
jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/KTZKe5qkpt http://t.co/uPjskudGAY,1,3,0.0,0.0,Neutral
jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/KTZKe5qkpt http://t.co/uPjskudGAY,0,0,0.0,0.0,Neutral
MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/NcxII1oGyM http://t.co/uTv3YYDhzJ,2,1,0.0,0.0,Neutral
jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,0,3,0.0,0.0,Neutral
MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGis9wW http://t.co/OqSQmVk7SW,0,1,0.0,0.0,Neutral
goldenlagu,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/0AuBsYqvUH http://t.co/f0uELFfDwC,0,0,0.0,0.0,Neutral
jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99gagK5 http://t.co/uPjskudGAY,0,2,0.0,0.0,Neutral
Naijaray_com,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/q3H23mBDJe,0,0,0.0,0.0,Neutral
vstar29,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/CCsJTlICW3,0,0,0.0,0.0,Neutral
benzafcw,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/VWZlSnsnRS,0,0,0.0,0.0,Neutral
itsmz_loly,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/yYWKxN8C0e,0,0,0.0,0.0,Neutral
ElaigwuMichael1,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/0SBgblVPTX,0,0,0.0,0.0,Neutral
DailyNgInfo,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/46BQcuDGQW,0,0,0.0,0.0,Neutral
TechVibely,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/RAhy8fXYJu,0,0,0.0,0.0,Neutral
yomiprof,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec | Wealth Creation http://t.co/JHEZZytFMq via ,0,1,0.0,0.0,Neutral
KORISAMUEL,"Please can you give me a detail explanation of the tarrif plan of glo recoup? 
the call rate, bonus etc ",0,0,0.0,0.0,Neutral
Heryorbermy,which tarrif plan is the best on glo network..... defend it,0,0,0.3,1.0,Very Strong
blaqdruid," i need you to enlighten me on d tarrif plan,and data bundle of d glo overload asap....and y is d network kind of slow tonight?",0,0,0.65,0.14999999999999997,Strong
btpius,".....my pal kindly send me the cheapest tarrif plan for glo, imagine am calling an other networks and u charge 10naira for 57sec",0,0,0.6375,0.2375,Strong
HOLARNIYIN," hello, what is ur tarrif plan between 12a.m - 5a.m, or is it the same as day calling ? Am on glo bounce.",0,0,0.125,0.0,Neutral
kingsokibe, Please i want know if glo overload changes ones tarrif plan. i want to migrate but want know the t&amp;c. Thank you,0,0,0.0,0.0,Neutral
Jozienom, I want to know if OVERLOAD will OVERRIDE my GLO Bounce cheap Tarrif plan or stop my free MB upon recharge? Does OVERLOAD affect?,0,0,0.75,0.4,Strong
Benwealth01,"Whch tarrif plan?  "" : Happy Days for Glo subscribers as tariff drops to 11k per sec http://t.co/V4zuHJ42BO""",0,0,0.8,0.35000000000000003,Strong
fabinuibidapo,Which Tarrif Plan has the cheapest call rate on GLO NETWORK?,0,0,0.0,0.0,Neutral
iamolakamara, I want u to pls explain glo Hi5 tarrif plan for me and how to migrate to it. Thank u,0,0,0.0,0.0,Neutral
iamolakamara, pls I need to understand glo Hi5 tarrif plan very well and its migration code. Thank u,0,0,0.3,0.2,Strong
_Daminabo,Join the Tarrif Plan: click here http://t.co/zpwNygBHpU) Glo Bumpa( f,0,0,0.0,0.0,Neutral
_Daminabo,Join the Tarrif Plan: click here http://t.co/zpwNygBHpU) Glo Bumpa(,0,1,0.0,0.0,Neutral
GadgetsNgs,"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/6LR59jKzAe",0,0,0.25,0.25,Strong
GadgetsNgs,"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/6LR59jKzAe",0,0,0.25,0.25,Strong
GadgetsNgs,"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/wAKkYp1jB4",0,0,0.25,0.25,Strong
nignaira, kindly send me the tarrif plan and charges 4glo bounce and oda call packages available on glo mobile network on prepaid lines,0,0,0.65,0.5,Strong
adeboye_j,"Salat RT"": GLO RT : Etisalat or MTn (best tarrif plan) #JABURATALYPRICSCOMPETITION""",0,0,0.3,1.0,Very Strong
GadgetsNgs,"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes - Technology  http://t.co/HruVhz9bR1",0,0,0.45454545454545453,0.13636363636363635,Strong
angels2mike, please which tarrif plan is this nos: 08056851386?,0,0,0.0,0.0,Neutral
allenTdon,Full details of the New #Glo Bumpa tarrif Plan that Gives 200% Bonus http://t.co/Df554as93y PLS RT,0,0,0.5022727272727273,0.24318181818181817,Strong
allenTdon,Full details of the New #Glo Bumpa tarrif Plan that Gives 200% Bonus: Earlier this December… http://t.co/89T4NABZcC,0,0,0.5015151515151516,0.1621212121212121,Strong
allenTdon,Full details of the New Glo Bumpa tarrif Plan that Gives 200% Bonus http://t.co/Le35fbhX14,0,0,0.5022727272727273,0.24318181818181817,Strong
