Username,Tweet,Like Count,Retweet Count,Subjectivity,Polarity,Analysis
codshalom77,"In a sane country,by now an OEM or a MNO such as MTN/Airtel or Glo would have grabbed you, given you all the certification needed and supported you to open up your own super centre where you can give more customers personalised services for lesser charges. In turn you training more people thereby creating employment. But we're not in a sane country. Nigeria is upside-down 
Kudos to you bro keep up the excellent work and customer service!
#Obidients",135,8,0.6458333333333333,0.3666666666666667,Strong
babs_illy, glo tops the chart of bad networks since 2017.i keep calling the customer care and they tell me things that dont work.I WISH A STRONG NETWORK COMES AND CLEARS ALL these BAD SERVICES,23,0,0.6888888888888888,-0.32222222222222213,Weak
bendave246," Frankly speaking I don't like you people services.. this is almost 3 months now I mistakenly sent Glo credit card to an Mtn line, and I called the customer cares but I'll tricked and I sent emails to https://t.co/epDHQDsN5k or whatever they sent me to send an email, I",0,0,0.0,0.0,Neutral
BAT_KillsDreams,"Our devoted customers of Glo Heated Tobacco Devices #HTD's were left with useless devices due to the unavailability of  's cigarettes in Egypt. This deceitful move by BAT has cheated customers of #Kult, who trusted and relied on us for quality products and services.",0,0,0.19166666666666665,-0.20833333333333334,Weak
sagarbarad2208,We’re excited to join GLO Healthcare – an expanding healthcare group created by CapVest – and continue advancing the #eClinical and #regulatory solutions and services our customers https://t.co/EhNE7n5dzP  https://t.co/slWdPTZP4F,1,0,0.75,0.375,Strong
sagarbarad2208,We’re excited to join GLO Healthcare – an expanding healthcare group created by CapVest – and continue advancing the #eClinical and #regulatory solutions and services our customers rely on to develop and bring https://t.co/EhNE7n4FKh  https://t.co/slWdPTZhf7,1,0,0.75,0.375,Strong
SirK_3," Glo please do something about your network. It’s very frustrating. I have been complaining since Saturday. Your customer care services keeps repeating same lines. I can’t browse, have to wait for minutes to load a page",0,0,0.5625,-0.26,Weak
sagarbarad2208,We’re excited to join GLO Healthcare – an expanding healthcare group created by CapVest – and continue advancing the #eClinical and #regulatory solutions and services our customers rely on to develop and bring life https://t.co/EhNE7n4FKh  https://t.co/slWdPTZhf7,1,0,0.75,0.375,Strong
sagarbarad2208,We’re excited to join GLO Healthcare – an expanding healthcare group created by CapVest – and continue advancing the #eClinical and #regulatory solutions and services our customers rely on to develop https://t.co/EhNE7n4FKh  https://t.co/slWdPTZhf7,1,0,0.75,0.375,Strong
Oluwa_ojo,"  Hello Glo team, this is totally unacceptable.  If you're having issues with your network why not come out to inform your customers this is bad of a company like you. You need to do something urgently about this poor services.",0,0,0.6722222222222222,-0.36666666666666664,Weak
ElshabazzMalik,"Can people stop mentioning customer care services under a popular and trending tweet.

Any catchy news has gazillion of MTN, glo, gtb, access, Zenith, kedco, Edco etc complaints.

You have to swim through all these miscellaneous requests to read reactions.",0,0,0.9,0.6,Strong
Abdul_lagwani,"Network providers, like mtn, glo &amp; others do inform customers in advance, if they sense poor network. Why can't banks do the same to avoid all this incessant transactions failure?! We're sick of the terrible &amp; inefficient bank services. Get it fixed now or lose your customers.",2,1,0.5136904761904763,-0.40168650793650795,Weak
IamDecodams," Dear Zenith, as a  concerned customer, I want to sincerely tell you guys that your services are no longer at the zenith. Every failed transaction is either from zenith or going to zenith.

Leave ads, take your time to work on everything, don't be like glo, please.

Eluu P",5,0,0.4,0.0,Neutral
ouxtino81,"   U guys keep apologising but still do nothing. Only God knows when  customers ve bn complaining but no improvement. But keep spending millions of naira on advert u dnt need. We all knw glo exist, y not cut stone dis advert n focus on hw to improve ur services. My little opinion.",0,0,0.75,-0.09375,Weak
DonpabloII,"  To an extent, glo has mad plans. N dy r not as bad as you tink if u are at a place with strong glo servers. Omo no hype customer care services because glo is one of the best for me, mails r returned, calls are top notch!!",0,0,0.6399999999999999,0.17791666666666672,Strong
aliyudanhauwa,"Today is Friday, a day meant specifically for a touch-up with Our relatives and friends,

ADH DIGITAL SERVICES in support of the above is giving an ~5% discount to Our dear customers today;

MTN 1GB=N250,GLO 1GB=N275 
AIRTEL 1GB=N275, 9MOBILE 1.1GB=N450

Mobile number:08160176005",1,1,0.05,0.0,Neutral
funmithefay,"The worst thing that can happen to you is using a combination of zenith bank and glo.  y’all have the poorest banking services. Online your app isn’t working. Offline you’re either not open or your customer reps are rude af. Shame on you, give me my 50k! Useless bank.",0,0,0.5750000000000001,-0.46875,Weak
hardrold,"3. 9mobile and Glo are also popular choices for customers and offer competitive pricing and services.  Though on the larger scale, they are not much threats as national carriers and play better as regional networks.",1,0,0.5249999999999999,0.25,Strong
skabashnaija,"Glo has a good number of employees &amp; the majority of them work in the Glo customer care unit, providing a range of services to the network’s subscribers.

https://t.co/VuFBRfZXF2 #Glo #Globacom #CustomerCare #CustomerService",3,0,0.6000000000000001,0.7,Very Strong
Buner721," so this issue of me being unable to make calls is not only affecting me, pls let the glo staffs look into this glitch/fualt ASAP because it disgu'st me. I can't even call the customer services, I had to come here!",0,0,0.75,-0.25,Weak
kothuriamp,We’re excited to join GLO Healthcare – an expanding healthcare group created by CapVest – and continue advancing the #eClinical and #regulatory solutions and services our customers rely on to develop and bring life-saving treatments to patients faster. Read the full announcement:,0,0,0.65,0.3625,Strong
kothuriamp,We’re excited to join GLO Healthcare – an expanding healthcare group created by CapVest – and continue advancing the #eClinical and #regulatory solutions and services our customers rely on to develop and bring life-saving treatments to patients faster. Read the full announcement:,0,0,0.65,0.3625,Strong
LE__KAN,"I called GLO customer services . I was told that they couldn't locate my status. It is very unfortunate

   ",0,0,1.0,-0.65,Weak
drrameezra,We’re excited to join GLO Healthcare – an expanding healthcare group created by CapVest – and continue advancing the #eClinical and #regulatory solutions and services our customers rely on to develop and bring life-saving treatments to patients faster. https://t.co/O8JU3qmUoo,2,1,0.75,0.375,Strong
calyxai,"We’re excited to join GLO Healthcare – an expanding healthcare group created by CapVest – and continue advancing the #eClinical and #regulatory solutions and services our customers rely on to bring life-saving treatments to patients faster. https://t.co/jw4B3OUkRz
 #clnicaltrials",1,1,0.75,0.375,Strong
ChunLee33,  You guys should put in more efforts in delivering hitch free services than all these unnecessary activities. Can't make calls or connect to the internet since 3pm. Had to beg a Glo customer to Hotspot me.,2,0,0.7333333333333334,0.16666666666666666,Strong
glo_xxxxx,"#ZenithBank please work on your services, I've been outside your bank since 9am. The customer number tags are up to 90 meanwhile, number 21 was  just being called in by 1pm🙄. It's a shit show. You guys should do better please.",1,0,0.45,0.09999999999999999,Strong
gideon_bethel,"https://t.co/UnpEYK7L0q

Have you heard about the latest VTU PLATFORM that Sells data at cheaper rates?

Do you know that ! You can buy data bundles ( MTN, GLO , AIRTEL,  ETISALAT) at the rate of 240# per gb and resell to your customers at the rate of 300# - 500#

Other services. https://t.co/Jk1dT501PH",1,0,0.6375,0.25,Strong
DJogaGirl,"Organisations with the shittest customer service lines: Registrars and Network Services.
First Registrars and Coronation Registrars are top top on that list, right after Glo and Airtel.",0,0,0.46726190476190477,0.3839285714285714,Strong
Ricchmanee," I can't even make calls with my Glo sim for the past 6days now,am really sad right now to the upgrade you guys did to Glo network, it made the services to your customers poor nd worse",0,0,0.5971428571428572,-0.25285714285714284,Weak
KonsciousSinner,"  The whole of Bida is out of coverage, customers without GLO or Airtel lines have been disenfranchised from accessing both calls and internet services. I'm not the only one affected.",0,0,0.7,0.1,Strong
EmmanuelAkint18,"
I couldn't make call on my glo sim card since 7th Nov. 2022. I've called customer services several but nothing have changed
08058524222",0,0,0.0,0.0,Neutral
Richloganjuice," Why is your app not working. The evil you do will lead to your downfall. Glo has the cheapest rate in every of their services. Glo has to build their system well, mobile service money and expand this will increase your customers in Ghana. ls time we all move to Glogh",0,0,1.0,-1.0,Very Weak
StearsInsights,"IHS’s core business involves providing shared telecommunication infrastructure services to its customers like MTN and Glo. Two weeks ago, they received a credit rating downgrade. 

What is the cause of that downgrade?  answers.

#StearsPremiumToday
https://t.co/9UgrEyhI9T",2,3,0.0,0.0,Neutral
okikiolaadebay5,pls what the fuck happened to glo those days I was unable to call still calling their customer services not even pick up the call ,0,0,0.55,-0.45,Weak
AbatchaAdam," I'm having problem with my Glo Line. I was given this notice (Dear customer, your main account balance is very low. Kindly recharge to continue enjoy our services.) but no access to refill my account",0,0,0.5308333333333334,0.29166666666666663,Strong
SegunBoanerge," one of the poor network service provider in Nigeria currently now which I will never recommend you buy is #Glo #Network because of the crippling services provided to their customers daily. Have been reporting this for over a month now in my area.
#GoViral
#Trend",0,0,0.3333333333333333,-0.13333333333333333,Weak
Obelawo_the_3rd,"  I heard that glo network was really bad, what's even poorer is their services, I just woke up and suddenly: I am not authorized to make a call, this is just bullshit.

Tried reaching out to customer care, but that's even worse.

Be like na to just go back to MTN

 https://t.co/EvaPbBSgst",0,0,0.44166666666666665,-0.27499999999999997,Weak
BARRYSTEPH,"  Your data services is verrrry poor... You have data but looking for network to use the data, I will never buy glo data again. customer service also poor. These network providers treat us as they like but the government don't care too.",0,0,0.6,-0.4,Weak
lawrenceugochu5," So glo staff and customer Care service are doing scam, for Breach of Contact,  I do Sim swap since Saturday morning till now, the Sim isn't working, customers services regeting my calls, 08070757021, after today the law court we judge the matter, thanks glo.",0,0,0.2,0.2,Strong
Ohkaychukwu," I agree that the society compels some women to take this dangerous step to enhance their looks.

I was reliably informed that GLO Nigeria only employs fair people for their call or customer services.

You stand no chance of being employed into this role if not fair skinned.",7,0,0.9249999999999999,-0.0625,Weak
Mudaoye2013,"Just wondering why these communication outfits such as GLO not limited to that alone, spent so much on advertising their products yet dishing out horrible services to their various customers.",0,0,0.4071428571428572,-0.14404761904761906,Weak
MikingBrand,"Our aim is to provide all network data services at very affordable price. To reduce our buyers data bundle subscription expenses.

Why us?
● FAST delivery
● 30days validity is certain
● 24/7 Customer Service Support

#service #serviceprovider #data #airtel #mtn #glo #telecom https://t.co/nj5Ts7MEzI",0,0,0.49047619047619045,0.20476190476190478,Strong
kingawesome360,"Without reasonable doubt, I believe  customer care agents don't use Glo lines; Like, how can you be so clueless about the services your firm provides?
It baffles me",0,0,0.5,0.0,Neutral
ColtechInc,"New Opening!
Customer Service Specialist
Locatation: Fairfield, New Jersey
Apply Here -&gt;https://t.co/5XM74k8Nut
Job Description

Summary

As the Customer Service Specialist, you will be responsible for coordinating SGS services locally and glo",0,0,0.36477272727272725,0.12670454545454546,Strong
BlackskinHeaven," To get a lasting data, switch to glo. And turn it to 3G lol. Or dm the glo customer services with your number and network complains to make the 4G work well. They take the less data among the rest.",8,1,0.25555555555555554,0.21111111111111114,Strong
Lionheart_147,"The amount of money  Nigeria spend on advertising, if that amount is spent on improving their services, they would need much adverts to get customers.",5,1,0.15000000000000002,0.05,Strong
samcoded001, PLEASE WE NEED MORE GLO CARE AGENTS TO ENABLE SERVICES RENDERING FAST. BECAUSE MY EXPERIENCE IN GLO OFFICE OFF AMINU KANO CRESCENT ABUJA WASN'T SWEET AT ALL... JUST TWO  PERSONS  ATTENDING TO CUSTOMERS FOR SIM REPLACEMENT Out of how many seats and chairs in that section. Thanks,0,0,0.49000000000000005,0.35,Strong
__CaviarDreams,"Customer Appreciation Sale 🎉💕

Starting August to celebrate the anniversary of GLO by Darrian LLC, the first 10 people that book starting august 1st will get a 30% discount on services. 

**Will announce my product sale later today ☺️🫶🏾 

🦋 https://t.co/Ery2GgvzBa",1,1,0.13333333333333333,0.0625,Strong
usmanhalidu17,"Hello this is AFFAN data services.
 we got you covered for all network subscriptions
MTN
GLO
AIRTEL
 9MOBILE
And your TV Subscriptions

Ask Around we have the most Affordable Rate
Trusted by 1700 loyal Customers
#BBNaija #japa #pvc #2023Elections

Link- https://t.co/xsS0N1Fhuv https://t.co/IAVnNOGe0f",1,0,0.6666666666666667,0.41666666666666663,Strong
arthur_uzoma, your services are very poor in southern ijaw local government area in Bayelsa state. Only on glo that one cant deactivated auto renewal for a data that has been exhausted even after your customer care on phone. Thats ver frustrating.,0,0,0.5633333333333334,-0.22,Weak
irish_gustavo,GLO services are always so useless. Their customer service is just as useless as the network,1,0,0.2,-0.5,Weak
GozsamF,"Airtel and Zenith Bank having a lot in common, recently,....one notable one is failing customers when they need their services 🥲...the real deal breaker 💀😣😭 glo https://t.co/nEl0E9iVVw",91,69,0.43333333333333335,0.13333333333333333,Strong
khay9yne," Thank you for providing me an excellent alternative from MTN, Glo, and Airtel. Keep improving your services in PH and assure you your customer base will only keep rising.",0,0,1.0,0.06666666666666665,Strong
PaulAgape2," since Globacom had an arrangement with Airtel, those with Glo SIM Cards are being denied access to all services including contacting customer care. This is unfair, the regulator should stop this IMMEDIATELY and those affected compensated. Pls share to all",0,0,1.0,-0.5,Weak
SodiqAgb," Lmao Starlink would bring in quality of services, Starlink competitors isn't directly MTN and GLO though. It's not mobile data. 
Would compete with fiber connections and co, who already charge business and top end residential customer large fees.",10,0,0.5821428571428571,0.35357142857142854,Strong
Ucchgatti1,   i really appreciate your services as a  GLO customer but but my issue is that my GLO line was deactivated please how do i go about it please?,0,0,0.2,0.2,Strong
Connects_Africa,"#News: Customers of Ghana's smallest network, Glo, can expect improved services due to a national roaming agreement with  for voice, data and SMS services.

#ConnectingAfrica #AirtelTigo #Ghana #GloGhana #Glo #Roaming  

https://t.co/gn7uKRyQGT",1,1,0.375,-0.125,Weak
StatsGH,"Glo Customers are now on AirtelTiGo. 

They remain and enjoy their existing Glo services but they are powered/networked by AirtelTiGo. 

A roaming agreement between the two companies made this possible.",144,45,0.75,0.2,Strong
FelixYaw20,“It is worth noting that all other conditions of service remain unchanged. This means Glo customers will continue to recharge with Glo’s scratch cards or electronic credit transfers and enjoy all existing Glo products including value-added services.” https://t.co/bCKzJKLAbN,0,0,0.325,0.19166666666666665,Strong
TechNovaGh,"In a press release today, Glo Communications stated they were partnering with AirtelTigo which would be a ""National Roaming"" arrangement for voice, data and SMS services. All Glo customers will be transferred to AirtelTigo's network on 23rd April. https://t.co/HmtgFh8Aiu https://t.co/IFxTkHFr3a",3,3,0.0,0.0,Neutral
theatghana," Roaming simply means using the services of one network whiles you are on another network. For instance, Glo customers who are out of Glo coverage areas, will be allowed to used AirtelTigo network services. We hope this is clear enough.",0,1,0.4134920634920635,0.03333333333333334,Strong
KwesiSchandorf,"Nigerian multinational telecoms company, Globacom Limited; popularly known as 'Glo', has entered into an agreement with AirtelTigo, to improve its voice, data and SMS services to customers. See release for details 👇. https://t.co/RtT7prvQE5",3,2,0.5214285714285715,0.2642857142857143,Strong
Gurgling_MrD,"Less than a week before the Christmas holiday, French IT services company Inetum Group was hit by a ransomware attack that had a limited impact on the business and its customers. [...] Glo... via  #security #tech #ThursdayThoughts https://t.co/2f3lGXci1Y",1,1,0.06984126984126983,-0.07936507936507936,Weak
Japhola," This is exactly the same this customer services tell me whenever I call.
Do you think I'm a child and won't know how much data I consume per kilobyte?
I used MTN and Glo and they work perfectly and I consume every bit of their night plan.",0,0,0.39375,0.3625,Strong
abena_gyakari," MTN  internet connection in Winneba is very  bad,not stable,on and off 
Customers are complaining bitterly but nothing has been done to correct the defect.

Also with regards to GLO network in Winneba,anytime ECG power goes off, Internet  and other services go off  
Please !!",1,0,0.39166666666666666,-0.03177083333333333,Weak
NonsoUgwu6,"In the end, you will discover that the services of these agencies that persuade their workers to get customers end up being shitty.

What happened to that Glo sim I bought? I didn't use it up to 6 months, it just stopped working and that was the end. 

Shitty service.",1,0,0.0,0.0,Neutral
tobentopauloo, You waste money on advert while ignoring the quality of services rendered to customers. I will never forget my experience in the hands of glo.. Poor network everywhere...,0,0,0.3,-0.30000000000000004,Weak
IAMVINTAGE4," Glo have had same issues for years now,one wonders if they intend to give customers,the services they deserve",0,0,0.125,0.0,Neutral
rosemaryegbo," Glo is the best in my area. It's practically flying ✈
I'm disputing that they are shitty. They shouldn't invest in improving their services and not lavish money on celebrities.
Branding can attract, but your services retains your customers.",10,0,0.3,1.0,Very Strong
AkinwoleolaO,Man too many ideas out of their time or simply unable to capture value from. I remember pitching a One year Data subscription to Glo and Airtel in early 2015. 10TB for 200K. Lock in the customer and pull value through bundled streaming services. Just saw that Glo is doing 1TB for,0,0,0.43333333333333335,0.03333333333333333,Strong
miztque,"Some of you that uses glo line to register for some online applications and services especially crypto and exam form. 
What makes you think you can receive otp?
If you like call customer care from now till eternity nothing for you.
Use other networks and have peace.",0,0,0.6875,-0.0625,Weak
alfaruqstories," There’s hardly an incentive to do so, from an institutional POV. It’s like, why’s Glo not improving network given everyone knows they’re terrible?

People use these services regardless so to the institution is measuring usage instead of customer satisfaction.",0,0,0.7708333333333333,-0.6458333333333334,Weak
bouqui_Og, glo has the worst services including Theo customers services. I believe they deserve an award to denote how poorly their services are.,0,0,0.8,-0.7,Weak
mudohhh," Conductors 
Nurses 
Prostitutes
Customer care services (especially glo ) 
Sales girls 
Local restaurant owners",6,0,0.5,0.0,Neutral
valerian247,"This Glo Advert with AJ &amp; Don J. Is my favourite, however Glo invests heavily on advert and lil in actual business of providing quality services to her users cum customers. Glo do better .",12,2,0.3666666666666667,0.09999999999999999,Strong
firstmetrosec,"$GLO: Disclosed that it hauled in over 349,000 new subscribers and improved services for 640,00 customers after aggressive rollout and network build this year.",10,1,0.45454545454545453,0.13636363636363635,Strong
kingfedex,"This is the second glo office have been to. The first office said only 25 people are attended to a day. Time is precious to everyone,  please do better in giving your customers better services",0,0,0.5555555555555555,0.2916666666666667,Strong
GloNetworks,"We're pretty proud of the glorious IT services and support that we provide to our Glo customers. Check out what kind of IT experience you can square away for your business.
https://t.co/pbTrsh4Uqx
#solutionsnotproblems #ITforbusiness #businesssolutions #ITsupport https://t.co/UkzkXsPpCq",1,0,0.9666666666666667,0.5499999999999999,Strong
scotechdiscover,     services completely 0. GLO is a complete stupid network. Customer service 0. Resolving issues 0 in fact everything is -50 nothing 2write about... Believe If u are reading this ... Speaking from a sad experience &amp; I won't want any of u 2b victim,0,0,0.57,-0.23499999999999996,Weak
scotechdiscover,     services completely 0. GLO is a complete stupid network. Customer service 0. Resolving issues 0 in fact everything is -50 nothing 2write about... Believe If u are reading this ... Speaking from a sad experience &amp; I won't want any of u 2b victim,0,0,0.57,-0.23499999999999996,Weak
scotechdiscover,       services completely 0. GLO is a complete stupid network. Customer service 0. Resolving issues 0 in fact everything is -50 nothing 2write about... Believe If u are reading this ... Speaking from a sad experience &amp; I won't want any of u 2b victim,0,0,0.57,-0.23499999999999996,Weak
scotechdiscover, GHCare services completely 0. GLO is a complete stupid network. Customer service 0. Resolving issues 0 in fact everything is -50 nothing 2write about... Believe me If u are reading this ... I'm speaking from a sad experience &amp; I won't want any of u 2b victim,0,0,0.57,-0.23499999999999996,Weak
scotechdiscover, services is completely 0. GLO network is a complete stupid network. Customer service 0. Resolving issues 0 in fact everything is -50 nothing 2write about... Believe me If u are reading this ... I'm speaking from a sad experience &amp; I won't want any of u 2b victim,0,0,0.57,-0.23499999999999996,Weak
NigNewspapers,"Our customers can roam, enjoy 4G, data services in China, UAE –Glo https://t.co/Xp4Br07IAW  #Nigeria #NigeriaNews https://t.co/OBdlbJq2g2",1,0,0.5,0.4,Strong
thesunnigeria,"Our customers can roam, enjoy 4G, data services in China, UAE –Glo - https://t.co/ZV21YjMxbZ https://t.co/0QnDS0Xy4O",0,0,0.5,0.4,Strong
Commsweek,"Glo Offers Customers Pre-paid Roaming, 4G Data Services in China, UAE - https://t.co/l0uMDmpFuH https://t.co/SwAubVO4nh",0,0,0.0,0.1,Strong
TinnyThrill,  I don't think I will use Glo again they are found of providing substandard services wit exorbitant charges yet customers don't get to enjoy what they are paying for. Hw on earth will I subscribe 4 DATA &amp; won't be able 2 use it yet they keep advertising 4G lite,0,0,0.5625,0.45,Strong
green_b0lls,You'll call Glo customer care to complain to them about their services and they will still be advertising their services to you before they pick  https://t.co/02ruOndlia,1,0,0.0,0.0,Neutral
Seankleann," Glo is obviously better now. I’m thinking of porting sef cos people don’t really complain again but Airtel seems to have many customers now hence this unprofessional, unreliable and shitty services.",0,0,0.39999999999999997,0.39999999999999997,Strong
pmparrotng,"Globacom, has unveiled Glo café, a self-care application that offers customers a convenient self-service channel to manage their accounts.
Globacom, in a statement in Lagos, said the new repackaged app was designed to unify Glo services under one

https://t.co/QuMP1ZmgfJ https://t.co/VCBBsYt8W0",0,0,0.22727272727272727,0.11818181818181818,Strong
AmbHephzibah,"I am done with you   ... I know you may not miss small customer like me but the truth is I can't continue losing my money or paying for services I did not enjoyed.

TO WHOM IT MAY CONCERN
You can now reach me on my glo line. MTN dey do me wayo too much.",0,0,0.43333333333333335,-0.09999999999999999,Weak
iammichon,"Instead of Glo to spend more money on providing good internet services for their customers, they’ll use all the money to sign brand ambassadors, adverts while providing abysmal services to their customers.",1,0,0.55,0.6,Strong
DosCartel,"   can you stop all these unwarranted endorsements of celebrities who have more than enough for themselves and work on your services, it doesn’t make sense when the so called customers are not enjoying the dividend of their money. It sucks 🤦🏾‍♂️",0,0,0.47500000000000003,-0.012499999999999997,Weak
ekpumari,But to no avail. I tried to buy airtime of N1000 from my bank account using *822*1000# the next thing was i began to receive random alert seven times and credited N7000 airtime and debited 7000 i immediately called glo customer services i was advised to contact sterling bank,0,0,0.25,-0.25,Weak
naija_monitor,"Glo, MTN Taking Us For Granted – Customers Speak On State Of Networks The recent flood in Abuja due to the heavy rain pour may have affected the services of two giant https://t.co/emfw4PiZax",0,0,0.53125,-0.08125,Weak
Dollar_Kerry,"That was it for meeee! Cause I've called zenith bank, Airpeace, Glo,Airtel, all of them had horrible customer services inshort i had it in mind that it was every Nigerian business that had poor customer service, but they proved me wrong 😍😍I LOVE YOU guys❤",15,1,0.775,-0.35,Weak
Oshipitanmide, your services is poor and I can't talk to any of customer care rep with 121.   . Glo network is bad in my area for months and loss so many deals.,0,0,0.5888888888888889,-0.19999999999999996,Weak
Omofolaranmi01,"  That’s the best decision I already abandoned mine after suffering times without number even on my own money, firstbank and glo offers the most worst services to their customers in Nigeria",0,0,0.5599999999999999,0.24000000000000005,Strong
Laifizabtchoizc,   I was charged #832 for calling Glo customer services line (08050020121) and 123. Is this normal? Isnt the call supposed to be free?,0,1,0.725,0.275,Strong
Bonixifeanyi,"The amount of resources Glo waste in adverts, if they spend wisely their network/services could be stronger/better and will attract more customers. But they prefer advertising/marketing rubbish.",0,0,0.4666666666666666,0.3333333333333333,Strong
thormyrick,"Go to your settings; security: then sim lock. MTN default sim lock pin is 00000,  airtel is 1111, glo is 0000, 9mobile is 0000.
Banks won't help you after they hack your sim and get hold of your money, Customer care services will only apologise for inconveniences. Take heed!!",3,5,1.0,0.0,Neutral
Y_Tijany, The worse network in the World. Very poor customer services. Common response to your customers you can't. Am regretting of using Glo  ,0,0,0.6266666666666666,-0.4066666666666667,Weak
Glo_UB,  You can actually work doing customer services at some store for explain like Publix and be 14 yrs old,0,0,0.15000000000000002,0.05,Strong
oyebolafamuyiwa, Glo ICM did not retrieve my SIM contrary to your directive here...I've visited your VI &amp; ICM Shops. I wonder if there is a miscommunication between your Twitter account and your physical services. I keep saying it...you should not treat a customer like this.,0,0,0.14285714285714285,0.0,Neutral
moshmanpictures, PLC Zenith Bank ur customers services call center is very x2 poor. Been calling ur so call 24/7 CS line since 1am till now ur are just swapping my credit like glo network. Since I've been using bank. This is the 1st time having midnight issues and to call u is wahala,0,0,0.44,-0.31,Weak
UKPowerNetworks,"  Well, on behalf of everyone here at Customer Services I would like to post a cheeky GIF of someone doing the finger guns, but I can't do that, so I'll just say thanks a lot, and we're always here to help on Twitter if you need us :) Rob",1,0,0.6,0.35,Strong
GloWorld," b)Customer earns subsequent loyalty points on every cumulative recharge of N1000.
c)First Recharge date should be later than opt-in date.

ii) Existing customers (Using Glo services for more than 3 months)",0,0,0.18333333333333335,0.16666666666666666,Strong
GloWorld," Upon successful enrollment customers start earning CASHTOKENs as per below details
i) New Customers (Using Glo services for less than 3 months)
a)Customer earns first Loyalty point on first recharge of N200 &amp; above.",1,0,0.37297979797979797,0.2032828282828283,Strong
igeomobolaji2," has the worst customer care services, I called 121 some minutes ago for more than 10 minutes and I wasn't transferred to a customer care rep all I was hearing were jingle and  all sort, I have been unable to use my glo data since yesterday, what the issue?? Pls help.",0,2,0.6666666666666666,-0.3333333333333333,Weak
1stKVNG,"Whats happening to Glo network, I did whatsapp sub yesterday and also midnight sub and up untill now, I haven't gotten value, I called the customer services line and was asked to put  my phone in airplane mode for a minute then switch off, I did and still no difference.",0,0,0.0,0.0,Neutral
WOliaku,"      Because the customer is always right. Because Glo services can be really shitty, because tagging it fake news can bring a spell of fake news tags on genuine complaints.",31,0,0.6471428571428571,-0.022857142857142843,Weak
nurolat85," it is quite absurd and terrible that Glo cannot decentralise some of the services needed by their customers, imagine inability bro retrieve a stolen SIM card since April this year, getting to their Glo zone it is either no network, no link or sim is not available.",0,0,0.7999999999999999,-0.5666666666666667,Weak
