,Username,Tweet,Like Count,Retweet Count,Subjectivity,Polarity,Analysis
70,Jayheff_Femi,Please glo subscribers help me This their data plan wan finish my life ,0,1,0.15000000000000002,-0.2,Weak
71,GloWorld, Mag_Ni_Fico Hi Mag_Ni_Fico I am sorry to hear this Kindly DM your Glo number and the data plan purchased so I can check it out for you Godwin,0,0,0.95,0.04999999999999999,Strong
72,barhamsmail, GloWorld adebisimakinde fccpcnigeria am I a joke to you Why are you people like this you don t even rate us I told you you have no monthly data plan without night data plan The few ones without night plan have are only valid for one day highest a week Glo you can do better ,0,0,0.5333333333333333,0.09999999999999999,Strong
73,Aishah_Babby,Good morning Famclients Happy new week Happy new month Get your Cheap Internet Data Plan and Airtime Recharge for Airtel 9mobile GLO MTN Pay DSTV GOTV PHCN and Results check Also available for your Data giveaways NO SCAM ZONE Vendorspototf t co yDNRL2vD5F,76,66,0.6584415584415585,0.4818181818181818,Strong
74,Joshsmithbaba, Naija_PR GloWorld glo whats wrong na I did about 4gb worth of data this morning and under 5 minutes u guys said I don t have any data plan again,0,0,0.5,-0.1,Weak
75,GloWorld, BBSTAR_123 Please note that the N500 data plan gives 800MB and 1GB night data to browse from 12am to 5am Kindly visit http hsi glo com to view the night data Anugwa,1,0,0.9,0.6,Strong
76,georgeyyaaa,Once this data plan finish na hostel WiFi like this I thought Glo had finally changed their ways,0,0,1.0,0.0,Neutral
77,AngryEda,Switched Mtn for my glo aim and I m online with ease Smhhhhh just hope it stays this way and I find a proper data plan ,0,0,0.1,0.0,Neutral
78,GloWorld, BIG_045 bod_republic Hello To unshare please dial 127 02 Glo number To view the number please dial 127 00 to view the number sharing data with you Be informed that you should have an active data plan to unshared ADA,0,0,0.6,-0.13333333333333333,Weak
79,GloWorld, BIG_045 bod_republic Hello BIG_045 To unshare please dial 127 02 Glo number To view the number please dial 127 00 to view the number sharing data with you Be informed that you should have an active data plan to unshared ADA,0,0,0.6,-0.13333333333333333,Weak
80,Bouquidivas, tits_n_weed bod_republic Don t even talk about that Glo self They are the worst data plan ever ,0,0,1.0,-1.0,Very Weak
81,friskyrobson, GloWorld therealsnacho whereistega Tell your superiors to revised data plan Can t remember the last time I subscribed to glo data because it s not giving me the data worth I want MTNNG tried with 6k for 40gb then they started misbehaving by offering 37 5gb for 6k I had to port to AirtelNigeria 5k for 40gb,0,0,0.08333333333333334,0.15,Strong
82,ghostmett,Lol Someone told me I don t do WhatsApp calls Not like my network is bad o Me that uses glo for calls I ll be on sub and still spend day 1k per 30mins calls So if I spend 1hr talking to her per day I ve spent 60k on call card in a month that s aside my data plan ,0,0,0.48888888888888893,6.47630097698008e-17,Strong
83,GloCare, ebube_nwaeze CrazyDREAMER254 glo GloWorld Hello ebube_nwaeze sincere apologies Your complaint has been escalated to the concerned unit for resolution Feedback would be given once done However check show that there is currently no data on 09055633832 Kindly subscribe to a data plan ,0,0,0.5,0.2,Strong
84,Pauloyewole3,Glo monthly data plan code 2023 t co qE5obyVs2F,0,0,0.0,0.0,Neutral
85,segunDaniel22, TheDadaboy How will a customer purchase a Glo data plan 500 for 1 8gb and they will give me 800mb then 1gb for night as if that isn t stealing,1,0,0.0,0.0,Neutral
86,Thereallegacy12, Naija_PR Glo network plus data plan na just rubbish,5,0,0.0,0.0,Neutral
87,WuraolaIfalola,Our amazing Data plan offers GLO 1TB 90 000 Validity 365 Days 9MOBILE 425GB 42 000 Validity 90 Days AIRTEL 120GB 24GB bonus 19 000 Validity 30 Days,11,15,0.45,0.35000000000000003,Strong
88,speedydataplug,Here are our amazing Data plan offers on all networks GLO 1TB 80 000 Validity 365 Days 9MOBILE 425GB 45 000 Validity 90 Days AIRTEL 120GB 24GB bonus 18 000 Validity 30 Days Send a DM to order or t co WvJPCgkJd4 Vendorspototf Onlinetradefair t co KYNk5Jb1jA,34,43,0.45,0.35000000000000003,Strong
89,awobuss,Glo has been harassing amp bulling me with this boring amp irritating sms Dear Customer Your existing data plan has exhausted expired To continue browsing dial 777 to buy data plan or dial 108 1 to browse from your main account and I have tried to reach their call 1,0,0,0.7083333333333334,-0.40833333333333327,Weak
90,__adebio1u,It appears that glo s data plan is worse than Mtn s ,2,0,0.6,-0.4,Weak
91,ChibuzorOketa, GloWorld bod_republic If I purchase data plan on my glo SIM I can t be able to browse with it 09053491062 this is my phone number,0,0,0.625,0.5,Strong
92,trishijay, SummerOkibe Mtn is good but data runs like tap water Airtel is good and more economical with more data plan to suit your lifestyle Glo will dash u plenty data but will go off for hours without explanation or prior notice so u will never enjoy the data My verdict go for Airtel ,7,0,0.5142857142857143,0.3571428571428571,Strong
93,taiwo_oluwadayo, instablog9ja GloWorld pls what s going on with your network I usually my data plan for a month but today is 12 and it has finished How now glo I purchased this plan on 1st o,0,0,0.25,-0.25,Weak
94,GloWorld, AbogohC AbogohC sorry 09038510296 is not a Go user Only a Glo user can enjoy our data plan Godwin,0,0,0.8333333333333334,-0.033333333333333326,Weak
95,Mide077,GLO DATA PLAN 200MB 100 0 5GB 200 1GB 300 2GB 600 3GB 900 4GB 1200 5GB 1500 t co PqczhDLZjH,1,0,0.0,0.0,Neutral
96,Olawherz,Mtn users which data plan do y all do cus I m not sure I m using this my glo data alone I m so done with the network ,1,1,0.8888888888888888,-0.25,Weak
97,UchennaVikieben,GLO Your Special_1500 has expired To buy a data plan of your choice visit t co 5GO62t61B7 or dial 777 Me t co qD0WI41ITX,2,0,0.0,0.0,Neutral
98,_samueld_, GloWorldGHCare GloWorld what s the possibility of getting double data when i subcribe 5k data plan on my glo sim im on glo brekete,0,0,0.0,0.0,Neutral
99,Emmy_young1, GloWorld GloWorld why are you guys always like this Must I complain everyday Social plan is not working normal data plan is not working too you guys have turned me to a pilot cause am always switching on off my airplane mode Why Glo,0,0,0.43888888888888883,-0.005555555555555564,Weak
100,Usman349990,I have bought a glo data plan of 1500 and I was debated and no allocation of it from the first bank How can I get my money back t co Hhp8rQs7qX,0,0,0.16666666666666666,0.125,Strong
101,JalloSam, GloWorld kelchimezie Naija_Activist MTNNG AirtelNigeria Etisalat_Care UN BBCWorld BBCNews OfficialAPCNg aonanuga1956 BashirAhmaad inecnigeria When we pay for data plan in glo 777 what pay for is different from the data we receive Recently for instance when you pay for 4k data plan expecting 18Gb glo will only send you 13Gb when you pay for 3k expecting a data plan of 13kb they now reduce it to 8Gb Deception ,0,0,0.6166666666666667,0.0,Neutral
102,GloWorld, KingFlourich KadunaResident GLO__NIG Hello KingFlourich I am sorry to hear this and for the delayed response Please note that the N1500 data plan will give you 3 5GB 4GB for night browsing 7 5GB Kindly visit t co yL8KTjbij4 to view data balance _Paul,1,0,0.95,0.04999999999999999,Strong
103,GloWorld, mgcrons Hello mgcrons For clarification do you mean you purchased the N2500 data plan from Glo App Blessing,0,0,0.6875,-0.3125,Weak
104,GloWorld, kpad251 BabatundeAkinp2 OneJoblessBoy MTNNG Hello kpad251 I am sorry for the delayed response Glo has the mega data plan of N100 000 valid for a year Kindly dial 777 Thank you _Paul,0,0,0.95,0.04999999999999999,Strong
105,heissavage7, GloWorld I just bought data plan and it hasn t even activated in like 20 mins I only needed to browse at midnight with my MIFi off and Glo keeps reminding me of why i stopped using them The same epileptic browsing network I could write a book on how much Glo made me loose ,1,0,0.3985576923076923,0.03076923076923077,Strong
106,nimii_a,I ll rather trust AEDC than trust Glo data plan ,0,0,0.0,0.0,Neutral
107,oluwalonikitan, kemiwarrior TheMarlian Glo as the best and affordable data plan tho but na network be there problem ,0,0,0.3,1.0,Very Strong
108,foreverdeb_,Glo has a 100k data plan that would last you for a year tested and trusted ,7,2,0.06666666666666667,0.0,Neutral
109,chinwewrites,Me Glo is the worst network ever Still me subscribes glo data plan,0,0,1.0,-1.0,Very Weak
110,livewithlynda,The ad showcases how Airtel s YouTube data plan enables the protagonists to achieve their dreams have fun and distract kids with their favorite shows Which do you prefer The high energy approach of the GLO ad or the emotive storytelling of the,0,0,0.58,0.32,Strong
111,D2Bosun_Daniel, YayiVictoria Glo has the best data plan but their network is ,2,0,0.3,1.0,Very Strong
112,MrBayo_BY, bod_republic Glo data plan sweet nah no network spoil ham ,0,0,0.65,0.35,Strong
113,Sethbertocarlos,This glo weekend data plan 500 naira for 3gb na scam I did it yesterday afternoon then don send me notification say e don finish ,1,0,0.0,0.0,Neutral
114,olu_mayor01, TikoUtd MTN180 I have been enjoying my Glo even with a cheaper data plan,0,0,0.6,0.5,Strong
115,justin_belzy, gerald_osagie I think Glo has better data plan,0,0,0.5,0.5,Strong
116,iamadekunleo, that moment you re about to show a client some products you ve got on your WhatsApp catalog insta page and then GLO whispers your data plan has expired How person wan take access bank app ,1,1,0.15000000000000002,-0.2,Weak
117,YOURdaddy278, GloWorld I bought a data plan just now and I m yet to receive it on my glo sim pls help with that,0,0,0.0,0.0,Neutral
118,Kikporastar, skiddomax the_Lawrenz GloCare I fear who no fear Glo Please they should stop deceiving the people separate night data from the main data plan GloCare,0,0,0.3333333333333333,0.16666666666666666,Strong
119,_Nwaribeaku,Glo took me for granted when I was using their data plans Stopped using them for about a month now they want to use your data plan is expired messages to finish me ,0,0,0.0,0.0,Neutral
120,DAdhekegba,IMPORTANT UPDATE The unique MTN CG Corporate gifting 1 5GB data plan is now available N245 N250 AIRTEL CG and GLO CG have been further reduced Increased discount for MTN and Airtel airtime for both smart users and agents Website t co ZWWpD5f72K,0,0,0.5904761904761905,0.23154761904761903,Strong
121,OluchukwuChisom, GloCare Glo I want to ask you guys that 1gb nite you guys give for 500 data plan is for what bcos wen my data finish I can t use it in the night why do you guys put it in the first place if someone can t use it in the night,0,0,0.3333333333333333,0.25,Strong
122,GloWorld, Bbyogee Bbyogee I am sorry to hear this and for the delayed response A check showed that you exhausted the Glo Berekete 10x data bonus on your line Your N1000 data plan is active Kindly visit t co yL8KTjbij4 to view details of your data balance _Paul,1,0,0.7999999999999999,-0.10833333333333336,Weak
123,Toriaforall,MTN made me subscribe to a data plan on my glo sim for the first time in like 2 years Well done o MTN180,2,0,0.3333333333333333,0.25,Strong
124,hendavoss,Abeg this Glo social data plan called WTF I thought it was supposed to cover WhatsApp Twitter and Facebook Pls kindly check I can only use Facebook and Whatsapp with it GloCare GloWorld my phone number is 08054971019,0,0,0.7416666666666667,0.033333333333333326,Strong
125,lawadey,Good news Buy your internet bundle at affordable price Mtn 225 gig Airtel 225 gig GLO 235 gig From our website t co gX2pZ8cmIL DATA PLAN work on all devices faster delivery rate cheap and affordable a month validation t co on3BZI1DGE,2,1,0.65,0.55,Strong
126,olansileReverb, vivan_okeke If you use a glo sim Try the data plan,0,0,0.0,0.0,Neutral
127,appei_ya, yabaleftonline Did data plan on GLO n they refused to activate it Like why GloWorld,0,0,0.0,0.0,Neutral
128,GloWorld, Prince_Ezeabata PeterObi Prince_Ezeabata Hello Prince_Ezeabata sincere apologies Please dial 127 01 NUMBER or SMS SHARE NUMBER to 127 from t co yL8KTjbij4 or via the Glo cafe app when you have an active data plan Nonso,0,0,0.55,0.18333333333333335,Strong
129,chiboyempir3, Naija_PR AirtelNigeria why is my sim having issues after I recharged my data plan please fix it i don t understand why your network is very bad and more terrible than glo God forbid please fix my problem let me use what I paid for even if it won t last which we al kw,0,0,0.6083333333333334,-0.3524999999999999,Weak
130,ronkedairo, GloWorld officialKelly27 bod_republic How do I subscribe to glo data plan without including night data,0,0,0.0,0.0,Neutral
131,MollyVado, the_Lawrenz GloWorld what s the cheapest data plan for your network because I purchase 40GB for 5000 naira with my mtn before they decreased it to 30GB Pls do you have a cheaper offer because I wanna start subscribing my glo network,0,0,0.7,-0.4,Weak
132,CupofCoffee_xo,Nah I gatta change my sim to airtel or Glo for next month s data plan I ve had it up to here with MTN,0,0,0.0,0.0,Neutral
133,GloWorld, damexhimself Hello To unshare please dial 127 02 Glo number To view the number please dial 127 00 to view the number sharing data with you Be informed that you should have an active data plan to unshared ADA,0,0,0.6,-0.13333333333333333,Weak
134,GloWorld, fiolasbistro Hello To unshare please dial 127 02 Glo number To view the number please dial 127 00 to view the number sharing data with you Be informed that you should have an active data plan to unshared ADA,0,0,0.6,-0.13333333333333333,Weak
135,GloCare, MbamaliVin MbamaliVin For places outside these zones the plans work as normal data bundle plans To subscribe to the Glo Campus Data Booster data plan of your choice dial 777 and follow the message prompt Godwin,0,0,0.35,0.075,Strong
136,GloWorld, olumidewale1 GloCare bod_republic olumidewale1 Hello olumidewale1 sincere apologies To remove a number when you have an active data plan kindly dial 127 02 glo number or Send Remove glo number to 127 Nonso,0,0,0.6666666666666666,0.32222222222222224,Strong
137,kbabaa, dataisoxygen Glo data plan is d cheapest n d best ,2,1,0.3,1.0,Very Strong
138,MTN180, Official_Jboy7 Sorry for this experience and the delayed response We are unable to reverse a glo data plan Please checks on your line 081323 show no active data bundle done on 13 3 2023 You may reach out to your bank for further assistance CA,0,0,0.65,-0.23333333333333334,Weak
139,dannyfrosh77, Timmynaijaa Glo The best Very fast for a village area Though sometimes network de black out Nice data plan to sha,1,0,0.6283333333333334,0.42333333333333334,Strong
140,MTN180, Official_Jboy7 Y ello I am deeply sorry to read about this For clarity purposes do you mean you wanted to subscribe for MTN data but mistakenly subscribe for a glo data plan on your MTN line please NA,0,0,0.84375,-0.40625,Weak
141,TheOluwatayo,You Can Now Use Thesame Codes For All Network MTN Glo Airtel 9Mobile 300 Call Centre 303 Borrow Service 305 Stop Service 310 Check Balance 311 Pin Credit Recharge 312 Data Plan telecommunication,1,1,0.0,0.0,Neutral
142,Duru__peta, ShodolamuAyomi1 cenbank MTN180 It s sooo annoying they do the same thing with their night plans after a while they switch to your main data plan instead of using the night bundle instead of getting a new sim I would rather switch to GLO cause their night plan is unlimited,0,0,0.45321969696969694,-0.12424242424242427,Weak
143,IamJomar_J,You can now use the same codes for all networks MTN GLO Airtel and 9mobile 300 Call Centre 303 Borrow Services 305 STOP Service 310 Check Balance 311 pin Credit Recharge 312 Data Plan,0,0,0.125,0.0,Neutral
144,mosvinbami,You can now use the same codes for all networks MTN GLO Airtel and 9mobile Nice 300 Call Centre 303 Borrow Services 305 STOP Service 310 Check Balance 311 Credit Recharge 312 Data Plan 321 Share services 996 Verification of SIM NIN,9,2,0.5625,0.3,Strong
