,Username,Tweet,Like Count,Retweet Count
53,afri_inventors,What rights does glo have to change tarrif plans of data plan without informing we the customers?,0,0
54,derakings,@GloWorld here's my number 08115375920. Pls opt me our from that tarrif plan. So i can be using my glo line,0,0
55,derakings,@GloWorld for long now i have not been recharging my glo line why bcos I'm on a 50k per/sec tarrif plan. I have cal'd your,0,0
56,justnev7,@GloCare good afternoon Glo... Pls I will like to know the active tarrif plan I. Am using my no. Is 08075367275,0,0
57,Joshbanky10,@GloCare pls I recharged on the Glo bumpa tarrif plan yet I wasn't given bonus,0,0
58,infinitikoncept,@GloWorld @NgComCommission GLO is claiming they stole my 140+ mins of International bundle cox I changed tarrif plan when no correlation,0,0
59,Iyemzi_solja,@GloWorld I joined a tarrif plan called Glo  bumpa and now I tried to opt out I couldn't........ Please help,0,0
60,IbrahimSadiq2,@GloCare how do I check my  credit balance of the Glo 11k/s tarrif plan? What is the code?,0,0
61,Deleyele,@GloCare pls change my call tarrif plan to glo bounce,0,0
62,Ganiy_Baloo,@GloCare What is the validity of the airtime bonus on glo bumpa tarrif plan?,0,0
63,elixirworldtech,"@GloCare good day, please I just got a Glo sim and I activated with 300 naira. What is the best tarrif plan for calling in your network .",0,0
64,segunkennywhity,@GloCare please password for glo gbam xtra. What is the rate of the tarrif plan...,0,0
65,Victoriaekanem4,@GloCare. Pls what plan provides the lowest tarrif for glo calls to other networks.  Also what code is used to purchase data bundles.,0,0
66,Uncle_Malcolm,"@GloWorld please what happened to the tarrif plan ""glo bumper""?",0,0
67,heritageecho,ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/e5akbVHWBq,0,0
68,chiodoemelam,@GloWorld @GloCare pls. am in the glo gbam tarrif plan of 11 k/s and,0,0
69,olexbaba,HOW TO MIGRATE TO ANY TARRIF PLAN ON MTN FOR FREE | •©{OLEX}™|HOME¤OF LATEST MTN|AIRTEL|GLO|ETISALAT https://t.co/QEt7nUNy1u,0,0
70,Techdavids,Glo Bumpa Tarrif Plan: Get Double (200%) On Every Recharge - Good For Data Subscribers https://t.co/u7PaCQC0ad,0,0
71,Sodeeqstarblog,Glo lunch new tarrif plan that wil give you 800% bonus when your recharge https://t.co/UMybvUGOBT,0,0
72,Ekesiliprince,"@GloWorld, pls enlighten me on Glo BB10 plans and how to subscribe. Also, what is Glo cheapest call tarrif plan. Thanks",0,0
73,_ugliestguy,Check out this GLO latest tarrif plan that gives you over 800% bonus: Gl​obacom Nigeria has launched a new Ta... https://t.co/drxkEqhJzo,0,0
74,Naijaray_com,Glo Jollific8 Tarrif Plan: Get 800% Value of Your Recharge https://t.co/NNFtj7WDbg,0,0
75,wetechng,Introducing Glo Jollific 8 Tarrif Plan that Offers 800% Bonus on every Recharge - https://t.co/rHPfqv8ru9 https://t.co/xHhNAvVO0Y,0,0
76,olexbaba,GLO LATEST TARRIF PLAN NAMED JOLIFIC8 | •©{OLEX}™|HOME¤OF LATEST MTN|AIRTEL|GLO|ETISALAT https://t.co/xy7qVG6OjB,0,0
77,ubamfrank,@GloCare  do glo have 11k per seconds tarrif plan,0,0
78,OlisaOsega,"Except u have subscribed to the new Glo tarrif plan, not data friendly atall. https://t.co/jtDGGidDil",0,1
79,BlackshortGee,@IbkDaGreatest lol. If u see glo new data tarrif plan.Over cheap dey worry am but dem ntwk slow and some areas not even accessible.i wan run,0,0
80,six9ineoflagos,Glo new data plan tarrif is just so cool.,0,0
81,Godzygodzy,Latest Glo Cheapest Call Tarrif Plans for May 2016: GLO BOUNCEGlo Bounce tariff plan offers best and competit... https://t.co/ynVnDx7sSU,0,0
82,CmrdGuz,"@GloWorld pls what is d best tarrif plan on glo network? I am over charged, I love glo but it seems glo network does not like her lovers",0,0
83,ernestmoores,@GloCare @GloWorld pls wats d tarrif plan for glo bounce?,0,0
84,ndernensurma2,@GloCare pls i need the code for glo tarrif plan with cheapest call rate,0,0
85,KidaWarri,"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat https://t.co/CzoMRk1bTK... https://t.co/SdCVdIe6qp",0,0
86,KidaWarri,"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat https://t.co/CzoMRk1bTK https://t.co/O1ImfNanws",0,0
87,bhenzo42,"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat - Phones - Nigeria https://t.co/DSf8NzKDXK",0,0
88,gojenkaribatu,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/nfiHGXJP0k",0,0
89,nixadex,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat - Welcome To Metro Naija https://t.co/y89Zf9swJ3",0,0
90,FreshT_Money,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/cLIrP54xIe @metronaija",0,0
91,saintDUDU,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/LD1GHEwnT8 @metronaija",0,0
92,Diamonds_info,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/S978NOx1aI @metronaija",0,0
93,Jessy_Babs,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/GSDoSfHoHU @metronaija",0,0
94,mz_lami1,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/2uLaFEtgSl @metronaija",0,0
95,iamadexmich,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/2HoIcWOhP0 @metronaija",0,0
96,NEVANANG,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/vbHa9TfvhB @metronaija",0,0
97,Tosankoye,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/VNBkAMws0F @metronaija",0,0
98,KingingKenko,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/HkzNk6jtvx @metronaija",0,0
99,starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat:  https://t.co/3cJYfVhRAs https://t.co/hlIkDD59CH",0,0
100,starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat:  https://t.co/3cJYfVhRAs",0,0
101,a1000_laff,"See The Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/Mn87peCjQi https://t.co/3SilJwskjG",0,0
102,Titcombemic,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/1z28GH4EhW",0,0
103,sup3rsonik_,"@iam_leksyde Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat: In Nigeria, it’s well known t... https://t.co/X0kCeYTtvH",0,0
104,Google_My_Boobx,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/D451tfCdUT",0,0
105,starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/4ZrfoiFUsx https://t.co/q32gdRAOEj https://t.co/QQeVCpVaAp",0,0
106,starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/fbNZQeE8Ks https://t.co/PnDr2shims",0,0
107,iam_deejay97,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3DYv5gRY1D https://t.co/M4UazpAnNb https://t.co/nVx0uvnVtv",0,0
108,starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/LL27Ox6ftR",0,0
109,nixadex,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/1NC2e5UDMd",0,0
110,iam_deejay97,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/SdYBjw3og0",0,0
111,starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/4ZrfoiFUsx https://t.co/q32gdRAOEj",0,0
112,starnewsngr,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/fbNZQeE8Ks",0,0
113,iam_deejay97,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3DYv5gRY1D https://t.co/M4UazpAnNb",0,0
114,omegaonaga,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/7SePsr46rm",0,0
115,kk2ali,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3ojzvUbSgZ",0,0
116,marodgreat,"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And… https://t.co/fNefdLO1mF https://t.co/v5xWPuvP1a",0,0
117,john_99s,"EJAWEB:
About  the Glo Bounce prepaid tarrif plan

Glo is into a prepaid tarrif plan tagged Glo Bounce.
With Glo... https://t.co/zHVv2yDjN8",0,0
118,allnewsstories,ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/p0YjCF4j3h,0,0
119,allnewssssss,ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/xPrpRCO1Ez,0,0
120,heritageecho,ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/e5akbVHWBq,0,0
121,Skipon97,@GloCare How do I check my tarrif plan on glo ghana line,0,0
122,jubrola,"@GloCare pls I need details about glo bam tarrif plan. I mean the call, SMS  rate, other charges and offer. Also,code to switch to the plan.",0,0
123,Jumehjed,"@GloCare Hi, i want all the glo tarrif plan now to enable to migrate to any plan of my choice. if u like ignore me not ur first tym",0,0
124,briannabanksxx1,@GloCare just got a new GLO sim card and I don't know which tarrif plan will be best for calling and surfing can you suggest any?,0,0
125,kiss_teezy,"Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network https://t.co/sSGDBESIMG… https://t.co/3OmHhnEsnE""",0,0
126,davidakinwaleng,Glo Introduces The Cheapest Tarrif Plan 11k/sec For Calls To All Network http://t.co/wF6ByKUSUK,0,0
127,davidakinwaleng,Wow! Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/NWtKHItrHc,1,0
128,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,0,1
129,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,0,0
130,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,1,0
131,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,0,0
132,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,0,0
133,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,0,2
134,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/1mnvv2oVZT http://t.co/uTv3YYDhzJ,2,3
135,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/KTZKe5qkpt http://t.co/uPjskudGAY,1,3
136,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/KTZKe5qkpt http://t.co/uPjskudGAY,0,0
137,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/NcxII1oGyM http://t.co/uTv3YYDhzJ,2,1
138,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,0,3
139,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGis9wW http://t.co/OqSQmVk7SW,0,1
140,goldenlagu,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/0AuBsYqvUH http://t.co/f0uELFfDwC,0,0
141,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99gagK5 http://t.co/uPjskudGAY,0,2
142,Naijaray_com,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/q3H23mBDJe,0,0
143,vstar29,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/CCsJTlICW3,0,0
144,benzafcw,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/VWZlSnsnRS,0,0
145,itsmz_loly,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/yYWKxN8C0e,0,0
146,ElaigwuMichael1,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/0SBgblVPTX,0,0
147,DailyNgInfo,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/46BQcuDGQW,0,0
148,TechVibely,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/RAhy8fXYJu,0,0
149,yomiprof,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec | Wealth Creation http://t.co/JHEZZytFMq via @yomiprof,0,1
150,KORISAMUEL,"Please can you give me a detail explanation of the tarrif plan of glo recoup? 
the call rate, bonus etc @GloCare",0,0
151,Heryorbermy,which tarrif plan is the best on glo network..... defend it,0,0
152,blaqdruid,"@GloCare i need you to enlighten me on d tarrif plan,and data bundle of d glo overload asap....and y is d network kind of slow tonight?",0,0
153,btpius,"@glocare.....my pal kindly send me the cheapest tarrif plan for glo, imagine am calling an other networks and u charge 10naira for 57sec",0,0
154,HOLARNIYIN,"@GlobacomLimited hello, what is ur tarrif plan between 12a.m - 5a.m, or is it the same as day calling ? Am on glo bounce.",0,0
155,kingsokibe,@GloCare Please i want know if glo overload changes ones tarrif plan. i want to migrate but want know the t&amp;c. Thank you,0,0
156,Jozienom,@GloCare I want to know if OVERLOAD will OVERRIDE my GLO Bounce cheap Tarrif plan or stop my free MB upon recharge? Does OVERLOAD affect?,0,0
157,Benwealth01,"Whch tarrif plan? @GlobacomLimited "" @lindaikeji: Happy Days for Glo subscribers as tariff drops to 11k per sec http://t.co/V4zuHJ42BO""",0,0
158,fabinuibidapo,Which Tarrif Plan has the cheapest call rate on GLO NETWORK?,0,0
159,iamolakamara,@GloCare I want u to pls explain glo Hi5 tarrif plan for me and how to migrate to it. Thank u,0,0
160,iamolakamara,@GloCare pls I need to understand glo Hi5 tarrif plan very well and its migration code. Thank u,0,0
161,_Daminabo,Join the Tarrif Plan: click here http://t.co/zpwNygBHpU) Glo Bumpa( f,0,0
162,_Daminabo,Join the Tarrif Plan: click here http://t.co/zpwNygBHpU) Glo Bumpa(,0,1
163,GadgetsNgs,"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/6LR59jKzAe",0,0
164,GadgetsNgs,"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/6LR59jKzAe",0,0
165,GadgetsNgs,"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/wAKkYp1jB4",0,0
166,nignaira,@GloCare kindly send me the tarrif plan and charges 4glo bounce and oda call packages available on glo mobile network on prepaid lines,0,0
167,adeboye_j,"Salat RT""@iamwardlaw: GLO RT @DopePR_: Etisalat or MTn (best tarrif plan) #JABURATALYPRICSCOMPETITION""",0,0
168,GadgetsNgs,"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes - Technology  http://t.co/HruVhz9bR1",0,0
169,angels2mike,@Glo_care please which tarrif plan is this nos: 08056851386?,0,0
170,allenTdon,Full details of the New #Glo Bumpa tarrif Plan that Gives 200% Bonus http://t.co/Df554as93y PLS RT,0,0
171,allenTdon,Full details of the New #Glo Bumpa tarrif Plan that Gives 200% Bonus: Earlier this December… http://t.co/89T4NABZcC,0,0
172,allenTdon,Full details of the New Glo Bumpa tarrif Plan that Gives 200% Bonus http://t.co/Le35fbhX14,0,0
173,naijacrackers,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bounty Pack Here @ http://t.co/m6OGbVBiiJ,0,0
174,Dgurusworld,"Glo Introduce New Tarrif
Plan That Gives 200%
Bonus On Your Recharge &amp;
Xmas Bunty Pack 

Glo just introduced... http://t.co/Rg5yAGKDoy",0,0
175,Dgurusworld,"Glo Introduce New Tarrif
Plan That Gives 200%
Bonus On Your Recharge &amp;
Xmas Bunty Pack 

Glo just introduced... http://t.co/fJWUTEpzJk",0,0
176,iszola,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/dQsYHCNXsS v,0,0
177,Blessyn_cfc,"GLO INTRODUCE NEW TARRIF PLAN THAT GIVES
200% BONUS
ON YOUR RECHARGE &amp; XMAS BUNTY PACK
Glo Introduce New Tarrif... http://t.co/SZqwLJXraF",0,0
178,GF_Officials,Gurusfans » Forum | Glo Introduce New Tarrif Plan That Gives 200%Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/BR9cUTougn,0,0
179,toocoded_com,http://t.co/lcyssDT5kV - Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/z1yNQ0az2e,0,0
180,guruzwap,Tech » Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/sGMojLGM89,0,0
181,mygistpoint,"Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack
Glo just introduced a new... http://t.co/WDBbAdSBEI",0,0
182,samamoo_,INFOHINT » Forum » GLo NEW TARRIF PLAN THAT GIVES200% BONUS ON RECHARGE &amp; XMASBUNTY PACK http://t.co/Nt7QlzOvTm via @sharethis,0,0
183,naijawapaz,GLO INTRODUCE NEW TARRIF PLAN THAT GIVES 200% BONUS ON YOUR RECHARGE &amp; XMAS BUNTY PACK @ http://t.co/ZtJNDgjcSI,0,0
184,Hammed_adio12,"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK

Glo just introduced... http://t.co/JYk5Py7b1K",0,0
185,GLtrends,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/ijIF8BWL4p via @Gurusloaded_com,0,0
186,Hammed_adio12,"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK

Glo just introduced a new... http://t.co/MgKpTQVo77",0,0
187,Hammed_adio12,"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK",0,0
188,Haysmart,Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack: Glo just introduced a ... http://t.co/6QT478m19e,0,0
