Tweet,Analysis
" Hello  , sorry about your experience. Checks show that you do not have an active data plan. *Justin",Weak
I don’t know which has better data plan between Airtel and Glo.,Strong
" Hello . You may opt for our special data plan. Please go through our *777# menu to view our data bundles and purchase the data plan of your choice. 
-Jane",Strong
" Hello . Checks show that your line has been worked and that your data plan is active at the moment. Please toggle your flight mode and restart your device now to resume your browsing. We regret any inconvenience caused. 
-Jane",Weak
"   Hi , our unlimited 4G data plan goes for 60,000-80,000 monthly. To set this up, you can walk up to any of the Gloworld shops and sign up for the plan or email pricing.enterprise.com.",Neutral
"   to view the numbers, please dial *127*00#. To remove any unwanted number, please dial *127*02*NUMBER#. Removal will be successful only when you have an active data plan. *Godwin",Strong
"Good morning Famclients 🤗
Happy new week.. ❤️
  Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN,DSTV, GOTV, PHCN and Results check.Also available for your Data giveaways.💯

NO SCAM ZONE ✅ 💯❤️
 #Askforvendors #Vendorspototf https://t.co/COwy6oEcmY",Strong
"  Hello , sincere apologies for my delayed response. Please note that the Sunday data plan cannot be rolled over and cannot be merged with a regular data plan. 
-Jane",Strong
"     Our unlimited 4G data plan goes for 60,000-80,000 monthly. To set this up, you can walk up to any of the Gloworld shops and sign up for the plan or email pricing.enterprise.com.",Neutral
"   However, if you require a data plan which can be used at any time of the day, you can subscribe to any of our mega plans by dialing *777#. **Elo",Neutral
"  Spot on. Plus the router and my mom's data plan, I am paying R189 in total.",Neutral
  My data plan too,Neutral
" Hello  . Please note that your campus booster data plan can work anywhere. However, within campus environs, you are charged half of the data volume used while browsing, and when you browse outside the campus environs, charges are back to the regular rate.*Justin",Weak
" Hello  , sorry about your experience. Checks show that you have an active Special_500_Oneoff data plan. May I know the exact network issue you are experiencing: slow, fluctuating or not browsing at all? *Justin",Weak
"   Hello  , sorry about your experience. May I know if you have been able to purchase the data plan?*Justin",Neutral
" Hello , I apologise for the delayed response.   Checks show you do not have an active data plan. Kindly dial *312# to subscribe to data. Kindly turn on and off your device flight mode for a better browsing experience. Inconvenience regretted. **Yewande",Strong
"   To check for a data subscription, dial *777#.
To check for a data plan balance, dial *323#.
To check for an airtime balance, dial *310#.
To recharge, dial *311#  **ADA.",Neutral
  May I know the data plan you intend to subscribe to via *777# ? Kindly provide your number via DM for checks and assistance.   *Laura,Strong
"  Hello , sincere apologies. The N500 data plan gives you 800MB + 1GB which is 1.8GB. The 1GB is a night data bonus which can be viewed via https://t.co/yL8KTjbij4 and can be accessed from 12 am - 5 am.  *Laura",Strong
"  Checks on the line show that there is no data. Kindly subscribe to a data plan then put on and off the airplane mode on your device for 60 seconds and try connecting. If the issue persists, kindly revert.   *Laura",Strong
" Hello , sincere apologies. The N500 data plan gives you 800MB + 1GB which is 1.8GB. The 1GB is a night data bonus which can be viewed via https://t.co/yL8KTjbij4 and can be accessed from 12 am - 5 am.  *Laura",Strong
"NCC Have merge all Network code to the same Code.

MTN, Airtel, Glo and 9mobile  dis is the  codes you will be using now:

1.  Data plan *312#
2.  Airtime recharge *311#
3. Borrow airtime *303#
4. Data Balance  *323#
5.  Account balance *310#
6.  Share data  *321#
7.  Vas  *305#",Neutral
"""Dear customer, your data plan will expire soon""
Glo, do you want to wreck me😭😭",Neutral
"Below is the new combined USSD code for mobile network in Nigeria which took effect on 17/May/2023.

MTN, Glo, Airtel, 9Mobile and Ntel

Credit Recharge
*311#

Account balance 
*310# 

Data Plan
*312# 

Data Plan Balance
*323#",Strong
" . Please note that once the main data volume is exhausted, the data plan expires irrespective of its validity. The night bonus expires along with the data plan. 
-Jane",Weak
" , please be aware that the nightly bonus data is only valid for the duration of the data plan you purchased.
-Jane",Strong
"  , may I know if you are referring to the data plan that expired by 11.15 p.m. last night? 
-Jane",Neutral
"  Hello , sincere apologies for my delayed response. Checks show that your night data plan expired by 12.43 am this morning.
-Jane",Strong
Does Glo have any data plan better than 1500 for 7gb????,Strong
Glo is my own problem right now. Glo wants to finish me with messages of a data plan I never subscribed to expiring.,Strong
"    Hello ,  sincere apologies. When you subscribe to a data plan, kindly turn on and off your device's flight mode for a better browsing experience. Sincere apologies for any inconvenience caused. 
**Morayo",Strong
"   Hello ,  thank you for reaching us, and I'm sorry for the delay in response. Please dial *127*00# to view the number you shared data with while on an active data plan. 
**Morayo",Weak
" Hello , I am sorry to hear this. A check shows you do not have an active data plan to browse on 07057333611.",Weak
" Hello ,  Thank you for reaching us. Please be informed that when you subscribe to the N10,000 data plan, you will only be given 50GB. However, you will be given bonus MB on every recharge on Bereke 10x. 
**Morayo",Neutral
" Hello , I am sorry to hear this. May I have your number and how much data plan you subscribed for?
**Morayo",Weak
"  .Please note that N2000 data plan gives 9.2GB (5.2GB for day time browsing and 4GB for night browsing )The day time data  was used up completely, while the night data was unused.**Funmi",Strong
"How To Check Data Balance On GLo
Open up your phone's dialer and punch in *127*0#. You should automatically get a text displaying your current data balance with Glo

Buy Cheap GLo Data Plan at MyData Factory https://t.co/xDRdSsFSaO https://t.co/1GtNQysXGB",Strong
"GLo Data Plan 
https://t.co/xDRdSsFSaO https://t.co/yg3M6Cqa9X",Neutral
" Hello, I mistakenly bought a Glo data plan for a MTN number",Neutral
 You guys tend to pretend as if you don't know what you are doing. Subscribing to glo data plan is as good as wasting your money. No be by force and I still get the same SMS after activating the DND. https://t.co/OLXoDkjpfM,Strong
Best in turning off and turning on airplane mode to activate Glo data plan https://t.co/IyiZC3ts1R,Very Strong
Glo users please which data plan do you guys use?,Neutral
"Data promo Data promo !!!!15% discount on any Data plan purchased, Mtn, Airtel, Glo, 9mobil call now 08150494474",Neutral
 I'm currently using it.. . I'm on the R319 unlimited data plan and it's amazing,Strong
" I have severally called your call centre to complain of an unreasonable data exhaustion  but I have up till now not been given a logical explanation. Its sad that one subscribe to a data plan of N5,000 in less than one week it's gone for a lite user. Glo this fraud gat to stop",Weak
"Wahala .., my data plan will expire soon again? Now I know Glo is really sucking data mehn.. tf, egbami😩🤦🏽‍♂️",Strong
"Glo saying ""you can work from home"" with their mega data plan. Lemaooo 🤣

Kuku sack me 😂",Neutral
"I think the entire staff of  is feeding on my data.. because the rate at which my data finishes this day needs to be studied.

Data that I can't finish in a month before, now finishes in a week?

Just how?

Abeg what's the glo or 9mobile data plan like?  is a cheat.",Neutral
  Pls brr.. I need a good data plan on glo,Very Strong
"Which network has the best daily data plan?

Airtel or GLO? 🤔",Strong
"  Hi   
I have a Glo line that bought social bundle and the data plan isn't working. Please Look into this.",Strong
"Important notice: The NCC has successfully unified the ussd code for all telecom operators in Nigeria.

For
GLO, MTN, AIRTEL, ETISALAT Recharges and Data dial:

*311# for all recharge
*310# for all credit balance
*312# for all Data plan
*323# for Data balance",Strong
 Glo has most better data plan ever ...,Strong
It's like I didn't subscribe for rain data plan coz what is this glo,Neutral
"Pls who can help with the best Glo data plan in the excess of 30gb. 
Am switching from MTN before dey send me back to village.",Strong
Please glo subscribers help me! This their data plan wan finish my life.,Weak
" Hi , I am sorry to hear this. Kindly DM your Glo number and the data plan purchased so I can check it out for you. *Godwin",Strong
"   😂 am I a joke to you. Why are you people like this, you don't even rate us. I told you, you have no monthly data  plan without night data plan. The few ones without night plan have are only valid for one day, highest a week. Glo, you can do better.",Strong
"Good morning Famclients 🤗
Happy new week.. ❤️
Happy new month 💐
  Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN and Results check.. Also available for your Data giveaways..💯

NO SCAM ZONE ✅ 💯❤️
#Vendorspototf https://t.co/yDNRL2vD5F",Strong
  glo whats wrong na I did about 4gb worth of data this morning and under 5 minutes u guys said I don't have any data plan again,Weak
" Please note that the N500 data plan gives 800MB and 1GB night data (to browse from 12am to 5am). Kindly visit http//hsi.glo.com to view the night data.
**Anugwa",Strong
"Once this data plan finish na hostel WiFi like this, I thought Glo had finally changed their ways",Neutral
"Switched Mtn for my glo aim and I'm online with ease. Smhhhhh, just hope it stays this way and I find a proper data plan.",Neutral
"  Hello, To unshare, please dial *127*02*Glo number #.To view the number, please dial *127*00# to view the number sharing data with you. 
Be informed that you should have an active data plan to unshared.    **ADA",Weak
"  Hello, . To unshare, please dial *127*02*Glo number #.To view the number, please dial *127*00# to view the number sharing data with you. 
Be informed that you should have an active data plan to unshared.    **ADA",Weak
  Don't even talk about that Glo self.... They are the worst data plan ever!,Very Weak
"   Tell your superiors to revised data plan.

Can't remember the last time I subscribed to glo data because it's not giving me the data worth I want

 tried with 6k for 40gb, then they started misbehaving by offering 37.5gb for 6k.

I had to port to , 5k for 40gb",Strong
"Lol

Someone told me I don’t do WhatsApp calls.

Not like my network is bad o😂. Me that uses glo for calls, I’ll be on sub and still spend day 1k per 30mins calls. 

So if I spend 1hr talking to her per day, I’ve spent 60k on call card in a month, that’s aside my data plan.",Strong
"    Hello , sincere apologies. Your complaint has been escalated to the concerned unit for resolution. Feedback would be given once done. However, check show that there is currently no data on  09055633832. Kindly subscribe to a data plan,",Strong
Glo monthly data plan code 2023 https://t.co/qE5obyVs2F,Neutral
 How will a customer purchase a Glo data plan #500 for 1.8gb and they will give me 800mb then 1gb for night.. as if that isn't stealing,Neutral
" Glo 
network plus data plan na just rubbish",Neutral
"Our amazing Data plan offers

GLO 1TB 
#90,000
Validity: 365 Days

9MOBILE 425GB 
#42,000
Validity: 90 Days

AIRTEL 120GB + 24GB bonus
#19,000
Validity: 30 Days",Strong
"Here are our amazing Data plan offers on all networks.
GLO 1TB 
🏷#80,000
Validity: 365 Days

9MOBILE 425GB 
🏷#45,000
Validity: 90 Days

AIRTEL 120GB + 24GB bonus
🏷#18,000
Validity: 30 Days

Send a DM to order or https://t.co/WvJPCgkJd4

#Vendorspototf 
#Onlinetradefair https://t.co/KYNk5Jb1jA",Strong
"Glo has been harassing &amp; bulling me with this boring &amp; irritating sms: 

Dear Customer, Your existing data plan has exhausted/expired. To continue browsing, dial *777# to buy data plan or dial *108*1# to browse from your main account

and I have tried to reach their call  ...1",Weak
It appears that glo’s data plan is worse than Mtn’s.,Weak
"  If I purchase data plan on my glo SIM, I can't be able to browse with it ,09053491062, this is my phone number",Strong
" Mtn is good but data runs like tap water 
Airtel is good and more economical with more data plan to suit your lifestyle.
Glo will dash u plenty data but will go off for hours without explanation or prior notice 😔 so u will never enjoy the data. 
My verdict : go for Airtel 🙂",Strong
"  pls what’s going on with your network, I usually my data plan for a month but today is 12 and it has finished. How now glo, I purchased this plan on 1st o",Weak
"  sorry, 09038510296 is not a Go user. Only a Glo user can enjoy our data plan. ~Godwin",Weak
"GLO DATA PLAN ☑️
200MB - #100
0.5GB - #200
1GB - #300
2GB - #600
3GB - #900
4GB - #1200
5GB - #1500
https://t.co/PqczhDLZjH",Neutral
"Mtn users, which data plan do y’all do cus I’m not sure I’m using this my glo data alone … I’m so done with the network 🤦🏾‍♂️",Weak
"GLO: Your Special_1500 has expired. To buy a data plan of your choice visit https://t.co/5GO62t61B7 or dial *777#.

Me: https://t.co/qD0WI41ITX",Neutral
  what’s the possibility of getting double data when i subcribe 5k data plan on my glo sim; im on glo brekete,Neutral
"  why are you guys always like this? Must I complain everyday? Social plan is not working, normal data plan is not working too, you guys have turned me to a pilot cause am always switching on/off my airplane mode. Why Glo",Weak
I have bought a glo data plan of 1500 and I was debated and no allocation of it from the first bank How can I get my money back https://t.co/Hhp8rQs7qX,Strong
"             When we pay for data plan in glo *777# what pay for is different from the data we receive. Recently, for instance when you pay for 4k data plan expecting 18Gb, glo will only send you 13Gb, when you pay for 3k expecting a data plan of 13kb they now reduce it to 8Gb. Deception?",Neutral
"   Hello  , I am sorry to hear this and for the delayed response. Please note that the N1500 data plan will give you  3.5GB + 4GB for night browsing = 7.5GB. Kindly visit https://t.co/yL8KTjbij4 to view data balance. _Paul",Strong
" Hello .  For clarification, do you mean you purchased the N2500 data plan from Glo App? 
*Blessing",Weak
"    Hello  , I am sorry for the delayed response. Glo has the  mega data plan of N100,000 valid for a year. Kindly dial *777#.  Thank you. _Paul",Strong
 I just bought data plan and it hasn’t even activated in like 20 mins. I only needed to  browse at midnight with my MIFi off and #Glo keeps reminding me of why i stopped using them. The same epileptic browsing network. I could write a book on how  much Glo made me loose.,Strong
I’ll rather trust AEDC  than trust Glo data plan 😭😭😭😭😭😭😭😭😭,Neutral
  Glo as the best and affordable data plan tho but na network be there problem.,Very Strong
"Glo has a 100k data plan that would last you for a year, tested and trusted.",Neutral
"Me: Glo is the worst network ever 
Still me: subscribes glo data plan",Very Weak
"The ad showcases how Airtel's YouTube data plan enables the protagonists to achieve their dreams, have fun and distract kids with their favorite shows.
Which do you prefer? The high-energy approach of the GLO ad or the emotive storytelling of the",Strong
 Glo has the best data plan but their network is 😤😤,Very Strong
 Glo data plan sweet nah no network spoil ham 😳,Strong
"This glo weekend data plan 500 naira for 3gb na scam , I did it yesterday afternoon then don send me notification say e don finish 😂",Neutral
  I have been enjoying my Glo even with a cheaper data plan,Strong
 I think Glo has better data plan,Strong
"~ that moment you’re about to show a client some products you’ve got on your WhatsApp catalog/insta page and then GLO whispers “your data plan has expired”

How person wan take access bank app😭",Weak
 I bought a data plan just now and I'm yet to receive it on my glo sim pls help with that,Neutral
"   I fear who no fear Glo... Please they should stop deceiving the people, separate night data from the main data plan ... ",Strong
"Glo took me for granted when I was using their data plans. 

Stopped using them for about a month, now they want to use “your data plan is expired” messages to finish me 😂😂",Neutral
"IMPORTANT UPDATE 
👉The *unique MTN CG (Corporate gifting) 1.5GB* data plan is now available  N245/N250
👉 *AIRTEL CG and GLO CG* have been further reduced
👉 *Increased discount for MTN and Airtel airtime* for both smart users and agents
Website: https://t.co/ZWWpD5f72K",Strong
 Glo I want to ask you guys that 1gb nite you guys give for 500 data plan is for what bcos wen my data finish I can’t use it in the night why do you guys put it in the first place if someone can’t use it in the night,Strong
"  , I am sorry to hear this and for the delayed response. A check showed that you exhausted the Glo Berekete 10x data bonus on your line. Your N1000 data plan is active. Kindly visit https://t.co/yL8KTjbij4 to view details of your data balance. _Paul",Weak
"MTN made me subscribe to a data plan on my glo sim for the first time in like 2 years.
Well done o ",Strong
"Abeg this Glo social data plan called WTF, I thought it was supposed to cover WhatsApp Twitter and Facebook. Pls kindly check, I can only use Facebook and Whatsapp with it.   my phone number is 08054971019",Strong
"Good news

Buy your internet bundle at affordable price. Mtn  #225/gig, Airtel  #225/gig, GLO   #235/gig. From our website https://t.co/gX2pZ8cmIL

DATA PLAN
✅✅work on all devices

✅✅faster delivery rate

✅✅cheap and affordable

✅✅a month validation https://t.co/on3BZI1DGE",Very Strong
" If you use a glo sim
Try the data plan",Neutral
 Did data plan on GLO n they refused to activate it. Like why? ,Neutral
"    Hello  , sincere apologies.  Please dial *127*01*NUMBER#, or SMS SHARE NUMBER to 127, from https://t.co/yL8KTjbij4 or via the Glo cafe app when you have an active data plan. *Nonso",Strong
  why is my sim having issues after I recharged my data plan please fix it i don’t understand why your network is very bad and more terrible than glo God forbid please fix my problem let me use what I paid for even if it won’t last which we al kw,Weak
   How do I subscribe to glo data plan without including night data,Neutral
  what's the cheapest data plan for your network because I purchase 40GB for 5000 naira with my mtn before they decreased it to 30GB. Pls do you have a cheaper offer because I wanna start subscribing my glo network,Weak
"Nah. I gatta change my sim to airtel or Glo for next month’s data plan

I’ve had it up to here with MTN",Neutral
" Hello, To unshare, please dial *127*02*Glo number #. To view the number, please dial *127*00# to view the number sharing data with you. 
Be informed that you should have an active data plan to unshared.    **ADA",Weak
" Hello, To unshare, please dial *127*02*Glo number #. To view the number, please dial *127*00# to view the number sharing data with you. 
Be informed that you should have an active data plan to unshared.    **ADA",Weak
"  For places outside these zones, the plans work as normal data bundle plans. To subscribe to the Glo Campus Data Booster data plan of your choice, dial *777# and follow the message prompt. ~ Godwin",Strong
"     Hello  , sincere apologies. To remove a number when you have an active data plan, kindly  dial *127*02*glo number# or Send “Remove [glo number]” to 127. *Nonso",Strong
 Glo data plan is d cheapest n d best🏃🏃,Neutral
" Sorry for this experience and the delayed response. We are unable to reverse a glo data plan. Please, checks on your line 081323**** show no active data bundle done on 13/3/2023. You  may reach out to your bank for further assistance. CA",Weak
" Glo
The best 
Very fast for a village area
Though sometimes network de black out.
Nice data plan to sha",Strong
" Y'ello, I am deeply sorry to read about this. For clarity purposes, do you mean you wanted to subscribe for MTN data but mistakenly subscribe for a glo data plan on your MTN line please? ^NA",Weak
"You Can Now Use Thesame Codes For All Network (MTN, Glo, Airtel, 9Mobile)
*300#= Call Centre
*303#= Borrow Service
*305#= Stop Service
*310#= Check Balance
*311*Pin#= Credit Recharge
*312#= Data Plan

#telecommunication",Neutral
"   It’s sooo annoying, they do the same thing with their night plans, after a while they switch to your main data plan instead of using the night bundle, instead of getting a new sim I would rather switch to GLO cause their night plan is unlimited",Weak
"You can now use the same codes for all networks (MTN, GLO, Airtel, and 9mobile)

300 = Call Centre
*303# = Borrow Services;
*305# = STOP Service;
*310# = Check Balance
*311*pin# = Credit Recharge.
*312# = Data Plan",Neutral
"You can now use the same codes for all networks (MTN, GLO, Airtel, and 9mobile)

Nice 👍 

300= Call Centre
303= Borrow Services;
305= STOP Service;
310= Check Balance
311= Credit Recharge.
312= Data Plan
321= Share services
996 =Verification of SIM/NIN",Strong
" Honestly at the moment the best network is Glo; very good with data and last longer with satisfactory internet. Airtel has strong internet signal but poor and light data plan, their data doesn't last at all. 3G can just finish in one hour. Glo first and Airtel next. MTN for calls",Strong
"Good morning Famclients 🤗
Happy new week.. ❤️
  Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN and Results check.. Also available for your Data giveaways..💯

NO SCAM ZONE ✅ 💯❤️
#Onlinetradefair #Askforvendors https://t.co/OyG5GF59Iu",Strong
" I reached #1500 for a glo data plan yesterday night even I have been debited, uptill now am yet to receive the data plan.",Neutral
" Good morning sir, pls i am not getting a data network on my glo line even after subscribing to a data plan. My number is 07056022675",Very Strong
"  Good morning sir, pls i am not getting a data network on my glo line even after subscribing to a data plan. My number is 07056022675",Very Strong
"  Good morning sir, pls i am not getting a data network on my glo line even after subscribing to a data plan. My number is 07056022675",Very Strong
"PLAYSTORE
https://t.co/XLiF4CaS03

Buy  Cheaper Rate
Text/Call/WhatsApp +2348023056889

Data Plan {Mtn, Airtel, 9mobile &amp; Glo}
Waec/Neco
Electric Bill
Tv Subscriptions &amp; more.

Visit Website: https://t.co/sEONG7KW3V https://t.co/EuyCPEOuyP",Strong
 Airtel still have the best Data plan somehow followed by Glo. Mtn are good for nothing,Very Strong
"Best Data Plan Offer ✅

MTN 3GB = #600
Airtel 2GB = #600
Glo 2GB = #600

Send us a dm👇
https://t.co/2ScVIwwvsm

#Nigeria #Opay #TikTok #19years #Bible #Peter Obi #China #Inecresults  #WhatsApp #BreakingNews #BREAKING https://t.co/ZqwWR8RiqW",Very Strong
" Strangely glo network is better in mu father's house, that was how I subscribed sef and found out that their data plan is mad.",Weak
"However you can try some code to know which one is currently working.
Example: Credit Balance: *310#
Credit Recharge: *311#
Data Plan: *312# are currently working on my Glo and MTN.",Neutral
"  Why are you guyz deducting from main data(sub) instead of night sub you included,I did #1500 data plan,3.5gb +4gb night sub  am using it now u guys are deducting the main data and the night sub is not reflecting  if I checked data balance. Glo do something about this",Strong
Glo midnight data plan is scam 🌚,Neutral
"This Glo service provider Una try well well o. I bought weekend data suddenly the network became unstable. Woke up this morning to get SMS that my data plan is exhausted 🤬
 and INEC are toying with Nigerians.",Weak
"  I am having serious issues browsing with your network,and for more than five hours now I have been trying to gift a 1000 monthly data plan to another glo user and is not working.",Strong
"For GLO's data plan
1.8GB-----N600
3.9GB-----N1,050
4.1GB-----N1,450
5.2GB-----N1,650
7.5GB------N1,950
10.0GB----N2,750
13.25GB---N3,650
18.25GB---N4,450
29.5GB----N7,100
50.0GB----N8,950
93.0GB----N13,000
119.0GB---N15,550
138.0GB---N17,450",Neutral
" nothing like that any time I subscribed to to your data plan it always vanished even before one, glo are my current data supplier",Neutral
   Glo data plan is even worse. 😂they just like to use us dey play in this country. Now we all have to reduce data usage. No more YouTube 😂😂,Weak
" I used the USSD CODE to buy daily data plan of 300 naira for 1Gb but I got 350mb instead. this is not the first time, that this is happening the previous one was 50naira for 500mb night plan on GLO but I got 50mb https://t.co/RV5I866Z3E",Strong
"  I used the USSD CODE to buy daily data plan of 300 naira for 1Gb but I got 350mb instead. this is not the first time, that this is happening the previous one was 50naira for 500mb night plan on GLO but I got 50mb https://t.co/rSpDG7Zx6i",Strong
" Thanks For this.

And less I forgot, I discovered that the Glo network in my Area at Ipokia LGA is now coming back stronger. I wish it stays stronger as I'm currently enjoying the weekend data plan.
Thanks for the good work
Ese Gan Ni ✌️🙏
#gloworld",Strong
" Abeg i just did 2k data plan on Tuesday, and you are already telling me i have 220Mb left. Pls. Remove your free 8k airtime. Anytime you give Smthin you always have a way to take it bck that's evil. Glo is supposed to be the indigenous network but unna de extort people",Weak
Glo is no longer the network I use to think it was...Glo don make sense with call rate and data plan on banger!!! dey carry me trabaye😂😍 nigeria,Neutral
" I borrowd a data plan of 1.2GB(monthly)on Saturdy (18-2-23)evenin but I culdn't see it,let alone use it.I had to borow anotha 100MB daily plan d followin mornin to be able to check my #WhatsApp  messenger. Or is this ""referred to as Network Freeze"" also? Anyway #Glo welcomed me.",Strong
"Got a mini data plan yesterday from glo and my network was working fine.
Decided to get a larger one today and I don’t even have “E”. 🤦🏾‍♀️",Strong
"I am so angry and bittered  how on earth can one buy a data plan and it so frustrating. You can't watch a complete video on any social media, you can't just browse in peace . Glo hope this is not a scam ....",Weak
" I sent #500 worth of glo data plan to 07057951777 using *737# between 6:40pm and 7pm. I was debited, yet my glo line was not credited with the data plan",Strong
"New Glo Football Data Plan

The Grand masters of data are back with another bone . Guess what this time? Glo has introduced a new special data pack known as the Glo football data plan. This plan offers you as high as 4 GB of data for N500 and 10 GB for

https://t.co/wM9eSkTSY4 https://t.co/FhNZgrfQTl",Strong
How To Subscribe To Glo 24GB Data Plan For ₦5000 https://t.co/aCIMRYDgap,Neutral
  Glo doesn't offer us this much data plan,Strong
"  recently, once I buy ur match day data, d network disappears and doesn't return until d data plan expires.
Won't buy glo data anymore for a while. Waste of money lately.
Thank God for 2nd SIM from a different network provider otherwise I would b stranded.",Weak
" What else......
Poor Glo Network!!!!
I can't use your services and the data plan keeps wasting just like that.... Without me using it",Very Weak
"Whilst I manage my glo data plan, my neighbour has just quietly installed his Starlink dish. If only I can just touch a few minutes of your connection sir 🙂",Weak
" can you stop interrupting my data service just because the berekete bonus you dashed me got exhausted when I still have active data plan.
 Sincerely.
#glo #dataplan",Weak
"Glo data is now cheaper, kindly patronize me. 

Let me be your surest plug for your cheap and affordable data plan....... https://t.co/MUq0xlKzSv

#fearwomen #iyaboojo #CBN https://t.co/rW8a2pLcDf",Strong
"I have four different internets; Dotmac, MTN 5G, Glo mifi and MTN data plan.

None is working. Not even one🤦‍♂️

Pls how much is starlink???",Strong
" Glo DATA plan

1.5 gb   - 530# --.     14days
2.9gb     -1050# -    -30days
4.1gb   -#1550# -    30days
5.8gb    - #2050#    -30days
7.7gb.   -#2420#.    -30 days
https://t.co/JVp5BeDfm6 .    #3000# -.  30 days
13.25gb . #3950# -.  30days
18.25gb.   #5000#.   30days",Neutral
"mtn 10k data plan is now 60gb and not 80??????

i’m pissed cos there’s no way i used 80gb in 17 days when i also use data on my glo and now that i’m trying to subscribe you’ve taken 20gb off it 

wtffffff",Neutral
" Good afternoon , I am sorry to hear this. May I have the Glo number you intend to purchase the data plan on via DM?  
*Blessing",Strong
" I was trying to process a Glo data plan and mistakingly inputed an Airtel number and I was debited..
Why?? https://t.co/x5EWCcKpdr",Neutral
"  Good morning , thank you for reaching us.  When you get a new Glo SIM, you will receive a bonus of up to 100% on data plan purchases for 4 months.",Strong
"  It's been really crazy, been forced to  subscribe to a data plan on GLO",Weak
 I just dey wait for Glo 100naira 500gb data plan now. Make everybody wey get money port go Starlink finish.,Neutral
As soon as you buy a data plan on Glo network: https://t.co/fxB2fwlK2H,Neutral
"The YouTube night data plan from    is a big SCAM!!

#TrendingNow #BBTitansXJameson #온우주가_지성이_스물둘을_응원해",Neutral
"What's your data plan?
Mine is glo 3k a month .. Dat is because i use wifi  Network",Neutral
 Glo has a plan that if you buy they double your data plan sef,Neutral
"Glo has a cheaper data plan than the others. 42GB = 10k, MTN 40GB = 10k",Neutral
"    However, if you require a data plan that can be used at any time of the day, you can subscribe to our Glo Special data by dialing *777#.Thank you **Funmi",Strong
"No airtel service all day in owo and ipele 

Had to switch to glo. 

These guys usually switch off their own mast by 8pm until 6am

Meanwhile my data plan includes 1g night plan. Scam!",Strong
"  Hello , To view your data sharing list, *127*00# 
To unshare the number, dial *127*02*glo number# 
Kindly be informed you should have an active data plan to unshare. You can also send mail to datasupport.com for your data usage. *Odewole",Strong
"Cheap glo data plan 😭 
 Baba  starlink Don dey Town oo 😁",Strong
