Tweet,Analysis
"  
I've been on glo yakata tarrif plan and I get these ""ONNET "" bonuses that comes with it, which is separate from my ALLNET bonus but still don't know what the ONNET Bonus given is used for because it just accumulates and never get's cut from.",Neutral
 good morning. Pls which tarrif plan will be charging me 11k or 12k/ seconds without any hidden charges on glo. Pls reply me the plan with the code. Tanx,Strong
" I will choose GLO over and over again,but I honestly don't know why people complain about  Get you a GLO 4G LTE choose the tarrif plan that suits you and you will be happy just as I am👌",Very Strong
 Please is there free night call on any glo tarrif plan? If there is what plan is that? Thanks,Strong
" .Good day.I don't understand d reason why u people migrate me 2 a plan I don't understand anything about called ""Yakata""&amp;after recharging I discovered dat my main account is empty.Pls refund my 1k and return me back 2 d former tarrif,bcos I used Glo 4 subscription alone",Strong
 Im on glo yakata tarrif plan can i still subscribe to the glo idd call slasher?,Neutral
  i migrated to yakata tarrif plan yet i don’t get all the bonus promised especially the recharge airtime and getting bonus airtime my glo number is 08051583599,Neutral
 Tell me the cheapest tarrif plan on Glo and I'll gladly migrate to immediately.,Strong
" good day, can a new subscriber migrate to the glo bumpa tarrif plan?",Strong
 please kindly help me with my sim I have not been getting any bonus in glo bumpa tarrif plan as advertised,Strong
" Just switched to glo Yakata tarrif plan,  how do I check my data bonus on glo Tamara?",Neutral
" I have been trying to migrate to Glo Yakata since yesterday, but to no avial. I used *220#, but after getting a welcome reply, I check with #100# and still see ""free tomorrow"" tarrif plan. 08070734851 is the number. Pls reply ASAP",Strong
"So this how i just miss my data. 
I wanted to check this Glo Yakata and booom ot activated the tarrif plan.",Neutral
"Wetechng updates: All you need to know about Glo new Tarrif Plan, Glo Yakata via
https://t.co/Ltgg3RuWhe #Glo #GloYakata #Freebrowsing #Tech  #Cheat",Strong
GLO is shitty but their tarrif plan is very affordable.... I’d have opted to GLO if not for their network... https://t.co/uelfqJrhIH,Strong
" why do I always get a deduction from my line's credit. And if i call customer care, all I hear is different unreasonable excuses like 'you subscribed for a special tarrif plan',  which is a blunt lie 4frm them Extortion refdefined by Glo world",Strong
" i am not enjoying this glo jumbo pack benefits.. ever since i migrated to another tarrif plan, i havent been enjoying thé benefits..",Strong
Glo Bumpa Tarrif Plan Offer Free 200% Bonus And Free Night Calls For 30days https://t.co/JmcT6QOloZ,Strong
Glo Bumpa Tarrif Plan Offer Free 200% Bonus And Free Night Calls For 30days https://t.co/S7Z50X5J5X,Strong
 Am trying to migrate to Glo 11k/s Tarrif Plan for long but it's not going through. Please can you help me to do it. 08070518306,Weak
"Please I'd like to know, did I change my tarrif plan when I activated that N20,000 naira Bonanza? Because the rate at which you guys charge for calls now is just terrible. Besides, the N20,000 is just for glo to glo lines ",Very Weak
So guys what's the best glo voice call tarrif plan ,Very Strong
What rights does glo have to change tarrif plans of data plan without informing we the customers?,Neutral
 here's my number 08115375920. Pls opt me our from that tarrif plan. So i can be using my glo line,Neutral
 for long now i have not been recharging my glo line why bcos I'm on a 50k per/sec tarrif plan. I have cal'd your,Weak
 good afternoon Glo... Pls I will like to know the active tarrif plan I. Am using my no. Is 08075367275,Strong
 pls I recharged on the Glo bumpa tarrif plan yet I wasn't given bonus,Neutral
  GLO is claiming they stole my 140+ mins of International bundle cox I changed tarrif plan when no correlation,Neutral
 I joined a tarrif plan called Glo  bumpa and now I tried to opt out I couldn't........ Please help,Neutral
 how do I check my  credit balance of the Glo 11k/s tarrif plan? What is the code?,Neutral
 pls change my call tarrif plan to glo bounce,Neutral
 What is the validity of the airtime bonus on glo bumpa tarrif plan?,Neutral
" good day, please I just got a Glo sim and I activated with 300 naira. What is the best tarrif plan for calling in your network .",Very Strong
 please password for glo gbam xtra. What is the rate of the tarrif plan...,Neutral
. Pls what plan provides the lowest tarrif for glo calls to other networks.  Also what code is used to purchase data bundles.,Weak
" please what happened to the tarrif plan ""glo bumper""?",Neutral
ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/e5akbVHWBq,Very Strong
  pls. am in the glo gbam tarrif plan of 11 k/s and,Neutral
HOW TO MIGRATE TO ANY TARRIF PLAN ON MTN FOR FREE | •©{OLEX}™|HOME¤OF LATEST MTN|AIRTEL|GLO|ETISALAT https://t.co/QEt7nUNy1u,Strong
Glo Bumpa Tarrif Plan: Get Double (200%) On Every Recharge - Good For Data Subscribers https://t.co/u7PaCQC0ad,Strong
Glo lunch new tarrif plan that wil give you 800% bonus when your recharge https://t.co/UMybvUGOBT,Strong
", pls enlighten me on Glo BB10 plans and how to subscribe. Also, what is Glo cheapest call tarrif plan. Thanks",Strong
Check out this GLO latest tarrif plan that gives you over 800% bonus: Gl​obacom Nigeria has launched a new Ta... https://t.co/drxkEqhJzo,Strong
Glo Jollific8 Tarrif Plan: Get 800% Value of Your Recharge https://t.co/NNFtj7WDbg,Neutral
Introducing Glo Jollific 8 Tarrif Plan that Offers 800% Bonus on every Recharge - https://t.co/rHPfqv8ru9 https://t.co/xHhNAvVO0Y,Strong
GLO LATEST TARRIF PLAN NAMED JOLIFIC8 | •©{OLEX}™|HOME¤OF LATEST MTN|AIRTEL|GLO|ETISALAT https://t.co/xy7qVG6OjB,Strong
  do glo have 11k per seconds tarrif plan,Neutral
"Except u have subscribed to the new Glo tarrif plan, not data friendly atall. https://t.co/jtDGGidDil",Strong
 lol. If u see glo new data tarrif plan.Over cheap dey worry am but dem ntwk slow and some areas not even accessible.i wan run,Strong
Glo new data plan tarrif is just so cool.,Strong
Latest Glo Cheapest Call Tarrif Plans for May 2016: GLO BOUNCEGlo Bounce tariff plan offers best and competit... https://t.co/ynVnDx7sSU,Strong
" pls what is d best tarrif plan on glo network? I am over charged, I love glo but it seems glo network does not like her lovers",Very Strong
  pls wats d tarrif plan for glo bounce?,Neutral
 pls i need the code for glo tarrif plan with cheapest call rate,Neutral
"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat https://t.co/CzoMRk1bTK... https://t.co/SdCVdIe6qp",Strong
"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat https://t.co/CzoMRk1bTK https://t.co/O1ImfNanws",Strong
"Latest Cheapest Call Tarrif Plan &amp; Migration For MTN, Airtel, Glo And Etisalat - Phones - Nigeria https://t.co/DSf8NzKDXK",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/nfiHGXJP0k",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat - Welcome To Metro Naija https://t.co/y89Zf9swJ3",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/cLIrP54xIe ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/LD1GHEwnT8 ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/S978NOx1aI ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/GSDoSfHoHU ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/2uLaFEtgSl ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/2HoIcWOhP0 ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/vbHa9TfvhB ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/VNBkAMws0F ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/HkzNk6jtvx ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat:  https://t.co/3cJYfVhRAs https://t.co/hlIkDD59CH",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat:  https://t.co/3cJYfVhRAs",Strong
"See The Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/Mn87peCjQi https://t.co/3SilJwskjG",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/1z28GH4EhW",Strong
" Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat: In Nigeria, it’s well known t... https://t.co/X0kCeYTtvH",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/D451tfCdUT",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/4ZrfoiFUsx https://t.co/q32gdRAOEj https://t.co/QQeVCpVaAp",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/fbNZQeE8Ks https://t.co/PnDr2shims",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3DYv5gRY1D https://t.co/M4UazpAnNb https://t.co/nVx0uvnVtv",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/LL27Ox6ftR",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/1NC2e5UDMd",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/SdYBjw3og0",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/4ZrfoiFUsx https://t.co/q32gdRAOEj",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/fbNZQeE8Ks",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3DYv5gRY1D https://t.co/M4UazpAnNb",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/7SePsr46rm",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And Etisalat https://t.co/3ojzvUbSgZ",Strong
"Latest Cheapest Call Tarrif Plan For MTN, Airtel, Glo And… https://t.co/fNefdLO1mF https://t.co/v5xWPuvP1a",Strong
"EJAWEB:
About  the Glo Bounce prepaid tarrif plan

Glo is into a prepaid tarrif plan tagged Glo Bounce.
With Glo... https://t.co/zHVv2yDjN8",Neutral
ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/p0YjCF4j3h,Very Strong
ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/xPrpRCO1Ez,Very Strong
ICT WISE: ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200% BO... https://t.co/e5akbVHWBq,Very Strong
 How do I check my tarrif plan on glo ghana line,Neutral
" pls I need details about glo bam tarrif plan. I mean the call, SMS  rate, other charges and offer. Also,code to switch to the plan.",Weak
" Hi, i want all the glo tarrif plan now to enable to migrate to any plan of my choice. if u like ignore me not ur first tym",Strong
 just got a new GLO sim card and I don't know which tarrif plan will be best for calling and surfing can you suggest any?,Strong
"Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network https://t.co/sSGDBESIMG… https://t.co/3OmHhnEsnE""",Neutral
Glo Introduces The Cheapest Tarrif Plan 11k/sec For Calls To All Network http://t.co/wF6ByKUSUK,Neutral
Wow! Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/NWtKHItrHc,Strong
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGiJKVw http://t.co/uTv3YYDhzJ,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/1mnvv2oVZT http://t.co/uTv3YYDhzJ,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/KTZKe5qkpt http://t.co/uPjskudGAY,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/KTZKe5qkpt http://t.co/uPjskudGAY,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/NcxII1oGyM http://t.co/uTv3YYDhzJ,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99grS8F http://t.co/uPjskudGAY,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/LIGCGis9wW http://t.co/OqSQmVk7SW,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/0AuBsYqvUH http://t.co/f0uELFfDwC,Neutral
Glo Introduces The Cheapest Tarrif Plan 11K/Sec For Calls To All Network http://t.co/Khx99gagK5 http://t.co/uPjskudGAY,Neutral
Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/q3H23mBDJe,Neutral
Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/CCsJTlICW3,Neutral
Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/VWZlSnsnRS,Neutral
Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/yYWKxN8C0e,Neutral
Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/0SBgblVPTX,Neutral
Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/46BQcuDGQW,Neutral
Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec http://t.co/RAhy8fXYJu,Neutral
Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K/Sec | Wealth Creation http://t.co/JHEZZytFMq via ,Neutral
"Please can you give me a detail explanation of the tarrif plan of glo recoup? 
the call rate, bonus etc ",Neutral
which tarrif plan is the best on glo network..... defend it,Very Strong
" i need you to enlighten me on d tarrif plan,and data bundle of d glo overload asap....and y is d network kind of slow tonight?",Strong
".....my pal kindly send me the cheapest tarrif plan for glo, imagine am calling an other networks and u charge 10naira for 57sec",Strong
" hello, what is ur tarrif plan between 12a.m - 5a.m, or is it the same as day calling ? Am on glo bounce.",Neutral
 Please i want know if glo overload changes ones tarrif plan. i want to migrate but want know the t&amp;c. Thank you,Neutral
 I want to know if OVERLOAD will OVERRIDE my GLO Bounce cheap Tarrif plan or stop my free MB upon recharge? Does OVERLOAD affect?,Strong
"Whch tarrif plan?  "" : Happy Days for Glo subscribers as tariff drops to 11k per sec http://t.co/V4zuHJ42BO""",Strong
Which Tarrif Plan has the cheapest call rate on GLO NETWORK?,Neutral
 I want u to pls explain glo Hi5 tarrif plan for me and how to migrate to it. Thank u,Neutral
 pls I need to understand glo Hi5 tarrif plan very well and its migration code. Thank u,Strong
Join the Tarrif Plan: click here http://t.co/zpwNygBHpU) Glo Bumpa( f,Neutral
Join the Tarrif Plan: click here http://t.co/zpwNygBHpU) Glo Bumpa(,Neutral
"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/6LR59jKzAe",Strong
"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/6LR59jKzAe",Strong
"Incase you are not already using the glo bounce tarrif plan,here are top ten reasons why you should consider using it http://t.co/wAKkYp1jB4",Strong
 kindly send me the tarrif plan and charges 4glo bounce and oda call packages available on glo mobile network on prepaid lines,Strong
"Salat RT"": GLO RT : Etisalat or MTn (best tarrif plan) #JABURATALYPRICSCOMPETITION""",Very Strong
"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes - Technology  http://t.co/HruVhz9bR1",Strong
 please which tarrif plan is this nos: 08056851386?,Neutral
Full details of the New #Glo Bumpa tarrif Plan that Gives 200% Bonus http://t.co/Df554as93y PLS RT,Strong
Full details of the New #Glo Bumpa tarrif Plan that Gives 200% Bonus: Earlier this December… http://t.co/89T4NABZcC,Strong
Full details of the New Glo Bumpa tarrif Plan that Gives 200% Bonus http://t.co/Le35fbhX14,Strong
Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bounty Pack Here  http://t.co/m6OGbVBiiJ,Strong
"Glo Introduce New Tarrif
Plan That Gives 200%
Bonus On Your Recharge &amp;
Xmas Bunty Pack 

Glo just introduced... http://t.co/Rg5yAGKDoy",Strong
"Glo Introduce New Tarrif
Plan That Gives 200%
Bonus On Your Recharge &amp;
Xmas Bunty Pack 

Glo just introduced... http://t.co/fJWUTEpzJk",Strong
Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/dQsYHCNXsS v,Strong
"GLO INTRODUCE NEW TARRIF PLAN THAT GIVES
200% BONUS
ON YOUR RECHARGE &amp; XMAS BUNTY PACK
Glo Introduce New Tarrif... http://t.co/SZqwLJXraF",Strong
Gurusfans » Forum | Glo Introduce New Tarrif Plan That Gives 200%Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/BR9cUTougn,Strong
http://t.co/lcyssDT5kV - Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/z1yNQ0az2e,Strong
Tech » Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/sGMojLGM89,Strong
"Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack
Glo just introduced a new... http://t.co/WDBbAdSBEI",Strong
INFOHINT » Forum » GLo NEW TARRIF PLAN THAT GIVES200% BONUS ON RECHARGE &amp; XMASBUNTY PACK http://t.co/Nt7QlzOvTm via ,Strong
GLO INTRODUCE NEW TARRIF PLAN THAT GIVES 200% BONUS ON YOUR RECHARGE &amp; XMAS BUNTY PACK  http://t.co/ZtJNDgjcSI,Strong
"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK

Glo just introduced... http://t.co/JYk5Py7b1K",Strong
Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/ijIF8BWL4p via ,Strong
"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK

Glo just introduced a new... http://t.co/MgKpTQVo77",Strong
"GLO INTRODUCE NEW TARRIF
PLAN THAT GIVES 200% BONUS
ON YOUR RECHARGE &amp; XMAS
BUNTY PACK",Strong
Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack: Glo just introduced a ... http://t.co/6QT478m19e,Strong
Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack  http://t.co/vEq877moWB via ,Strong
Glo Introduce New Tarrif Plan That Gives 200% Bonus On Your Recharge &amp; Xmas Bunty Pack http://t.co/vEq877moWB via ,Strong
" Hi,please Glo bumper affect my tarrif plan",Neutral
" plz what's the tarrif plan 4 ""glo bounce ""? I need their details",Neutral
 pls what are the available glo prepaid tarrif plan for voice call.,Strong
"Yes "":  sorry brah, ma ba3 dey gimme blowjob ni...wait, na glo tarrif plan hints u need abi?""",Weak
" sorry brah, ma ba3 dey gimme blowjob ni...wait, na glo tarrif plan hints u need abi?",Weak
Pls i need detail on glo bounce tarrif plan &amp; 30mb data bonus.,Neutral
"It is a prepaid plan available to new and existing Glo subscribers.

Key Features of Glo Bounce Tarrif plan :... http://t.co/HoqUF8dxQb",Strong
" Hi, pls I want 2knw more about d new glo bounce tarrif plan for students cos I heard about it yestanite on TV.",Strong
 what's your best  tarrif plan? Anything nicer than glo GBam?,Very Strong
"MTN/Glo users, please, to make an international call, what's the best tarrif plan to do that on?",Strong
""": LOL *clears throat*"":  Wetin b gbam!?"""" Lmfao.. Glo tarrif plan",Very Strong
Glo BIG5 promo or tarrif plan is a SCAM!!! Na God go punish ona 4 d deciet! cc: ,Neutral
", u may pls dial *100*9*2# and send. This will take u to our infinito plan.The tarrif is 20k glo, 30k other network and 10k to",Weak
", u may migrate to the infinito plan. To do this, pls dial *100*9*2# and send. You will be charged N100.00.The tarrif is 20k glo to",Neutral
 I want to be migrated to the Glo Hi-Lifer tarrif plan. Thanks,Strong
"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes http://t.co/Njsd7Bl6Wn",Strong
"The New Glo Tarrif Plans:Glo Talk-Free tariff plan, Glo Hi-Flier And their Activation Codes http://t.co/zeh0ci5md7",Strong
" G-bam tarrif plan, unbeatable talking,texting $browsing experience ..... Glo with pride",Neutral
" with glo G.bm hi five tarrif plan, stay easily with family and friend #GLOSLOGANSWEDNESDAY",Strong
"*101*1*thenumber# Depending on your tarrif plan tho RT : Pls glo subscribers, what is the code for glo ... http://t.co/bzBIuVgG",Neutral
 'New Glo Infinito No Condition tarrif plan',Strong
" Glo TALK FREE tariff plan, It's a lot more packaged than a Tarrif",Strong
" Glo TALK FREE tariff plan, Tarrif of champions",Strong
" Glo TALK FREE tariff plan, offers the tarrif other networks cannot offer...!!!",Strong
" #GLOSLOGANSWEDNESDAY Glo Talk free tarrif
plan - THIS IS FREEDOM 0F SPEECH..",Strong
" #GLOSLOGANSWEDNESDAY Glo Talk free tarrif
plan - THIS IS FREEDOM 0F SPEECH.",Strong
. What's the tarrif plan on the glo flexi reloaded and glo gista.,Neutral
 I wish 2 knw glo tarrif plan,Neutral
 I wish 2 knw glo tarrif plan,Neutral
"Unlimitd data 4 nonBBs pls "": Get ready for the Nigerian telco data tarrif wars. Glo strikes first. Data plan caps revised upward""",Strong
Get ready for the Nigerian telco data tarrif wars. Glo strikes first. Data plan caps revised upward.,Strong
Gbam hi 5...a stupid extortive tarrif plan on glo network.mtchewwww,Very Weak
"For crying out loud, I need ld tarrif plan for glo "": Agbaya oshi RT : Bam bam la la...*whistling*""",Weak
  any new tarrif plan from glo?,Strong
How to Subscribe to Glo 1derful Tarrif Plan!: http://t.co/qrAKpWC,Neutral
