,Username,Tweet,Like Count,Retweet Count,Subjectivity,Polarity,Analysis
13,GloCare, alamu_nurudeen Hello Kayode your line is on the 11k tarrif GLO 11k sec plan Onnet call rate 11k s Excluding VAT Offnet call rate 11k s Excluding VAT Access Fee on first outgoing call of the day N7 N7 17 including VAT On net SMS N4 SMS Off net SMS N4 SMS AA,0,0,0.23333333333333334,0.0375,Strong
14,real__stella, GloCare Please I want to change my tarrif plan to glo yakata but not working Please what do I do now,0,0,0.0,0.0,Neutral
15,_bidrock, killamic80 Moselova2 volqx__ ThatLankyBoi eniturn zeezish_ iTv001 Life_of_umar dahtgirl_ajex jibbyford_ heisTactic Tife_fabunmi _oluwatobiiiii GloWorld Yes oo Especially the Glo 11kobo Tarrif Plan you ll just call any number confortably without checking the time ,0,0,1.0,0.0,Neutral
16,AkintomiwaAA, GloCare please what is the cheapest tarrif plan on glo A tarrif that does not attract bonus though ,0,0,0.0,0.0,Neutral
17,justnev7, GloCare pls glo i beg u in the name of God don t migrate my line to yakata again I hate the tarrif plan it s useless my tarrif plan is jumbo and I am ok with dat,0,0,0.5333333333333333,-0.26666666666666666,Weak
18,day_voo, manlike_rex playboy_ag Taste differ baby Whereas mtn and glo tarrif plan dey different,0,0,0.6,0.0,Neutral
19,MR_LAMIDE, GloCare good morning Glo Please as an existing customer I ll like to migrate to Glo Yakata tarrif plan I learnt it s 230 but it s not working Any tips ,0,0,0.6000000000000001,0.7,Very Strong
20,MolaWaleTech, GloCare I want to know the tarrif plan I m using on my glo number 08054767195 I want to activate to Glo Yakata and I am receiving invalid response when I dial 220 Please kind help me out,1,0,0.9,0.6,Strong
21,altaaf_ML, mo_bell0 feyilee_ FunmiKolz DeeyaMuhammad Sir__md Don t mind the GLO users trying to convince MTN users to migrate to their tarrif plan ,1,1,0.0,0.0,Neutral
22,DareFunso, GloCare Give short code to the available tarrif plan on Glo,0,0,0.35,0.2,Strong
23,justnev7, GloCare Glo pls u don t have 4g network in Benin edo state Cos I bought a 4g line a Day ago Up till now I am not seeing 4g network on my phone all I am seeing is 3g network my no is 08159074403 and pls what is the benefit of the tarrif plan on my line ,0,0,0.0,0.0,Neutral
24,Joshgalaxxy, GloCare hello glo care pls what is the major difference btwn glo gbam and glo bounce tarrif plans i make lots of calls and will like to knw which plan is most favorable,0,0,0.5,0.28125,Strong
25,victormaley, GloWorld Which tarrif plan is cheap in glo,0,0,0.7,0.4,Strong
26,OnGodWeWin, GloCare hi I recently moved to Glo yakata tariff plan and I must say I am regretting that decision Thing is i cant recollect what tarrif plan I was before migrating to yakata Is there a way you could help me find out the previous plan I was on ,0,0,0.20833333333333331,-0.08333333333333333,Weak
27,teflondongedo, GloCare Now I have 100 on my number and still can t subscribe to this Glo bam tarriff I spent much money on calls and I need a remedy to that asap My number is 08071362898 Just subscribe me to the best package that have better tarrif plan asap,1,0,0.275,0.4,Strong
28,nignaira, GloCare is glo yakata also a plan What s it tariff and glo bumpa tarrif ,0,0,0.0,0.0,Neutral
29,mrdreamstyle_ng, GloCare Hello Glo Care If I migrate to Glo 11 sec tarrif plan will I still be able to receive Yakata bonus when I recharge,0,0,0.6125,0.2,Strong
30,Chuxx100,Hello GloCare does Glo yakata tarrif plan stop working after 6 months of usage ,0,0,0.0,0.0,Neutral
31,kingjemi_, GloWorld glocare I ve been on glo yakata tarrif plan and I get these ONNET bonuses that comes with it which is separate from my ALLNET bonus but still don t know what the ONNET Bonus given is used for because it just accumulates and never get s cut from ,0,0,0.0,0.0,Neutral
32,Basurt75, GloCare good morning Pls which tarrif plan will be charging me 11k or 12k seconds without any hidden charges on glo Pls reply me the plan with the code Tanx,0,0,0.4666666666666667,0.26666666666666666,Strong
33,Lee_royale3, Mister_Judah I will choose GLO over and over again but I honestly don t know why people complain about glo Get you a GLO 4G LTE choose the tarrif plan that suits you and you will be happy just as I am ,3,0,0.95,0.7,Very Strong
34,ajyinks, GloWorld Please is there free night call on any glo tarrif plan If there is what plan is that Thanks,0,0,0.5,0.30000000000000004,Strong
35,IlesanmiTommy, GloCare Good day I don t understand d reason why u people migrate me 2 a plan I don t understand anything about called Yakata amp after recharging I discovered dat my main account is empty Pls refund my 1k and return me back 2 d former tarrif bcos I used Glo 4 subscription alone,0,0,0.2866666666666667,0.15333333333333332,Strong
36,real_zakx, GloCare Im on glo yakata tarrif plan can i still subscribe to the glo idd call slasher ,0,0,0.0,0.0,Neutral
37,jayteeofnaija, GloWorld GloWorld i migrated to yakata tarrif plan yet i don t get all the bonus promised especially the recharge airtime and getting bonus airtime my glo number is 08051583599,0,0,1.0,0.0,Neutral
38,kenwills01, GloWorld Tell me the cheapest tarrif plan on Glo and I ll gladly migrate to immediately ,0,0,1.0,0.5,Strong
39,oluwaloseyi07, GloWorld good day can a new subscriber migrate to the glo bumpa tarrif plan ,0,0,0.5272727272727273,0.41818181818181815,Strong
40,lukman_adebiyi, GloCare please kindly help me with my sim I have not been getting any bonus in glo bumpa tarrif plan as advertised,0,0,0.9,0.6,Strong
41,fredie107, GloCare Just switched to glo Yakata tarrif plan how do I check my data bonus on glo Tamara ,0,0,0.0,0.0,Neutral
42,onchukwusom, GloCare I have been trying to migrate to Glo Yakata since yesterday but to no avial I used 220 but after getting a welcome reply I check with 100 and still see free tomorrow tarrif plan 08070734851 is the number Pls reply ASAP,0,0,0.8500000000000001,0.6000000000000001,Strong
43,eltunjeee,So this how i just miss my data I wanted to check this Glo Yakata and booom ot activated the tarrif plan ,1,0,0.0,0.0,Neutral
44,wetechng,Wetechng updates All you need to know about Glo new Tarrif Plan Glo Yakata via t co Ltgg3RuWhe Glo GloYakata Freebrowsing Tech Cheat,0,0,0.45454545454545453,0.13636363636363635,Strong
45,DrightSauce,GLO is shitty but their tarrif plan is very affordable I d have opted to GLO if not for their network t co uelfqJrhIH,0,0,0.3,0.2,Strong
46,Potterstouch_, GloWorld why do I always get a deduction from my line s credit And if i call customer care all I hear is different unreasonable excuses like you subscribed for a special tarrif plan which is a blunt lie 4frm them Extortion refdefined by Glo world,0,0,0.5857142857142856,0.17857142857142858,Strong
47,yummiejay1, GloCare i am not enjoying this glo jumbo pack benefits ever since i migrated to another tarrif plan i havent been enjoying thé benefits ,0,0,0.6,0.125,Strong
48,techlegible,Glo Bumpa Tarrif Plan Offer Free 200 Bonus And Free Night Calls For 30days t co JmcT6QOloZ,0,0,0.8,0.4,Strong
49,DannyKinz1,Glo Bumpa Tarrif Plan Offer Free 200 Bonus And Free Night Calls For 30days t co S7Z50X5J5X,0,0,0.8,0.4,Strong
50,ChinedJohn, GloWorld Am trying to migrate to Glo 11k s Tarrif Plan for long but it s not going through Please can you help me to do it 08070518306,0,0,0.4,-0.05,Weak
51,OJay_Jahswill,Please I d like to know did I change my tarrif plan when I activated that N20 000 naira Bonanza Because the rate at which you guys charge for calls now is just terrible Besides the N20 000 is just for glo to glo lines GloCare,0,0,1.0,-1.0,Very Weak
52,sakabeAJ,So guys what s the best glo voice call tarrif plan GloWorld,0,0,0.3,1.0,Very Strong
53,afri_inventors,What rights does glo have to change tarrif plans of data plan without informing we the customers ,0,0,0.0,0.0,Neutral
54,derakings, GloWorld here s my number 08115375920 Pls opt me our from that tarrif plan So i can be using my glo line,0,0,0.0,0.0,Neutral
55,derakings, GloWorld for long now i have not been recharging my glo line why bcos I m on a 50k per sec tarrif plan I have cal d your,0,0,0.5,-0.07500000000000001,Weak
56,justnev7, GloCare good afternoon Glo Pls I will like to know the active tarrif plan I Am using my no Is 08075367275,0,0,0.6000000000000001,0.2833333333333333,Strong
57,Joshbanky10, GloCare pls I recharged on the Glo bumpa tarrif plan yet I wasn t given bonus,0,0,0.0,0.0,Neutral
58,infinitikoncept, GloWorld NgComCommission GLO is claiming they stole my 140 mins of International bundle cox I changed tarrif plan when no correlation,0,0,0.0,0.0,Neutral
59,Iyemzi_solja, GloWorld I joined a tarrif plan called Glo bumpa and now I tried to opt out I couldn t Please help,0,0,0.0,0.0,Neutral
60,IbrahimSadiq2, GloCare how do I check my credit balance of the Glo 11k s tarrif plan What is the code ,0,0,0.0,0.0,Neutral
61,Deleyele, GloCare pls change my call tarrif plan to glo bounce,0,0,0.0,0.0,Neutral
62,Ganiy_Baloo, GloCare What is the validity of the airtime bonus on glo bumpa tarrif plan ,0,0,0.0,0.0,Neutral
63,elixirworldtech, GloCare good day please I just got a Glo sim and I activated with 300 naira What is the best tarrif plan for calling in your network ,0,0,0.45000000000000007,0.85,Very Strong
64,segunkennywhity, GloCare please password for glo gbam xtra What is the rate of the tarrif plan ,0,0,0.0,0.0,Neutral
65,Victoriaekanem4, GloCare Pls what plan provides the lowest tarrif for glo calls to other networks Also what code is used to purchase data bundles ,0,0,0.375,-0.125,Weak
66,Uncle_Malcolm, GloWorld please what happened to the tarrif plan glo bumper ,0,0,0.0,0.0,Neutral
67,heritageecho,ICT WISE ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200 BO t co e5akbVHWBq,0,0,0.9,0.7,Very Strong
68,chiodoemelam, GloWorld GloCare pls am in the glo gbam tarrif plan of 11 k s and,0,0,0.0,0.0,Neutral
69,olexbaba,HOW TO MIGRATE TO ANY TARRIF PLAN ON MTN FOR FREE OLEX HOME OF LATEST MTN AIRTEL GLO ETISALAT t co QEt7nUNy1u,0,0,0.8500000000000001,0.45,Strong
70,Techdavids,Glo Bumpa Tarrif Plan Get Double 200 On Every Recharge Good For Data Subscribers t co u7PaCQC0ad,0,0,0.30000000000000004,0.35,Strong
71,Sodeeqstarblog,Glo lunch new tarrif plan that wil give you 800 bonus when your recharge t co UMybvUGOBT,0,0,0.45454545454545453,0.13636363636363635,Strong
72,Ekesiliprince, GloWorld pls enlighten me on Glo BB10 plans and how to subscribe Also what is Glo cheapest call tarrif plan Thanks,0,0,0.2,0.2,Strong
73,_ugliestguy,Check out this GLO latest tarrif plan that gives you over 800 bonus Gl obacom Nigeria has launched a new Ta t co drxkEqhJzo,0,0,0.6772727272727272,0.3181818181818182,Strong
74,Naijaray_com,Glo Jollific8 Tarrif Plan Get 800 Value of Your Recharge t co NNFtj7WDbg,0,0,0.0,0.0,Neutral
75,wetechng,Introducing Glo Jollific 8 Tarrif Plan that Offers 800 Bonus on every Recharge t co rHPfqv8ru9 t co xHhNAvVO0Y,0,0,0.0,0.1,Strong
76,olexbaba,GLO LATEST TARRIF PLAN NAMED JOLIFIC8 OLEX HOME OF LATEST MTN AIRTEL GLO ETISALAT t co xy7qVG6OjB,0,0,0.9,0.5,Strong
77,ubamfrank, GloCare do glo have 11k per seconds tarrif plan,0,0,0.0,0.0,Neutral
78,OlisaOsega,Except u have subscribed to the new Glo tarrif plan not data friendly atall t co jtDGGidDil,0,1,0.4772727272727273,0.2556818181818182,Strong
79,BlackshortGee, IbkDaGreatest lol If u see glo new data tarrif plan Over cheap dey worry am but dem ntwk slow and some areas not even accessible i wan run,0,0,0.4632575757575757,0.2018939393939394,Strong
80,six9ineoflagos,Glo new data plan tarrif is just so cool ,0,0,0.5522727272727272,0.24318181818181817,Strong
81,Godzygodzy,Latest Glo Cheapest Call Tarrif Plans for May 2016 GLO BOUNCEGlo Bounce tariff plan offers best and competit t co ynVnDx7sSU,0,0,0.39999999999999997,0.5333333333333333,Strong
82,CmrdGuz, GloWorld pls what is d best tarrif plan on glo network I am over charged I love glo but it seems glo network does not like her lovers,0,0,0.44999999999999996,0.75,Very Strong
83,ernestmoores, GloCare GloWorld pls wats d tarrif plan for glo bounce ,0,0,0.0,0.0,Neutral
84,ndernensurma2, GloCare pls i need the code for glo tarrif plan with cheapest call rate,0,0,0.0,0.0,Neutral
85,KidaWarri,Latest Cheapest Call Tarrif Plan amp Migration For MTN Airtel Glo And Etisalat t co CzoMRk1bTK t co SdCVdIe6qp,0,0,0.9,0.5,Strong
86,KidaWarri,Latest Cheapest Call Tarrif Plan amp Migration For MTN Airtel Glo And Etisalat t co CzoMRk1bTK t co O1ImfNanws,0,0,0.9,0.5,Strong
87,bhenzo42,Latest Cheapest Call Tarrif Plan amp Migration For MTN Airtel Glo And Etisalat Phones Nigeria t co DSf8NzKDXK,0,0,0.9,0.5,Strong
88,gojenkaribatu,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co nfiHGXJP0k,0,0,0.9,0.5,Strong
89,nixadex,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat Welcome To Metro Naija t co y89Zf9swJ3,0,0,0.9,0.65,Strong
90,FreshT_Money,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co cLIrP54xIe metronaija,0,0,0.9,0.5,Strong
91,saintDUDU,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co LD1GHEwnT8 metronaija,0,0,0.9,0.5,Strong
92,Diamonds_info,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co S978NOx1aI metronaija,0,0,0.9,0.5,Strong
93,Jessy_Babs,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co GSDoSfHoHU metronaija,0,0,0.9,0.5,Strong
94,mz_lami1,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 2uLaFEtgSl metronaija,0,0,0.9,0.5,Strong
95,iamadexmich,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 2HoIcWOhP0 metronaija,0,0,0.9,0.5,Strong
96,NEVANANG,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co vbHa9TfvhB metronaija,0,0,0.9,0.5,Strong
97,Tosankoye,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co VNBkAMws0F metronaija,0,0,0.9,0.5,Strong
98,KingingKenko,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co HkzNk6jtvx metronaija,0,0,0.9,0.5,Strong
99,starnewsngr,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 3cJYfVhRAs t co hlIkDD59CH,0,0,0.9,0.5,Strong
100,starnewsngr,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 3cJYfVhRAs,0,0,0.9,0.5,Strong
101,a1000_laff,See The Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co Mn87peCjQi t co 3SilJwskjG,0,0,0.9,0.5,Strong
102,Titcombemic,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 1z28GH4EhW,0,0,0.9,0.5,Strong
103,sup3rsonik_, iam_leksyde Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat In Nigeria it s well known t t co X0kCeYTtvH,0,0,0.9,0.5,Strong
104,Google_My_Boobx,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co D451tfCdUT,0,0,0.9,0.5,Strong
105,starnewsngr,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 4ZrfoiFUsx t co q32gdRAOEj t co QQeVCpVaAp,0,0,0.9,0.5,Strong
106,starnewsngr,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co fbNZQeE8Ks t co PnDr2shims,0,0,0.9,0.5,Strong
107,iam_deejay97,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 3DYv5gRY1D t co M4UazpAnNb t co nVx0uvnVtv,0,0,0.9,0.5,Strong
108,starnewsngr,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co LL27Ox6ftR,0,0,0.9,0.5,Strong
109,nixadex,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 1NC2e5UDMd,0,0,0.9,0.5,Strong
110,iam_deejay97,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co SdYBjw3og0,0,0,0.9,0.5,Strong
111,starnewsngr,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 4ZrfoiFUsx t co q32gdRAOEj,0,0,0.9,0.5,Strong
112,starnewsngr,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co fbNZQeE8Ks,0,0,0.9,0.5,Strong
113,iam_deejay97,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 3DYv5gRY1D t co M4UazpAnNb,0,0,0.9,0.5,Strong
114,omegaonaga,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 7SePsr46rm,0,0,0.9,0.5,Strong
115,kk2ali,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And Etisalat t co 3ojzvUbSgZ,0,0,0.9,0.5,Strong
116,marodgreat,Latest Cheapest Call Tarrif Plan For MTN Airtel Glo And t co fNefdLO1mF t co v5xWPuvP1a,0,0,0.9,0.5,Strong
117,john_99s,EJAWEB About the Glo Bounce prepaid tarrif plan Glo is into a prepaid tarrif plan tagged Glo Bounce With Glo t co zHVv2yDjN8,0,0,0.0,0.0,Neutral
118,allnewsstories,ICT WISE ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200 BO t co p0YjCF4j3h,0,0,0.9,0.7,Very Strong
119,allnewssssss,ICT WISE ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200 BO t co xPrpRCO1Ez,0,0,0.9,0.7,Very Strong
120,heritageecho,ICT WISE ALL ABOUT GLO BUMPA TARRIF PLAN THAT GIVES 200 BO t co e5akbVHWBq,0,0,0.9,0.7,Very Strong
121,Skipon97, GloCare How do I check my tarrif plan on glo ghana line,0,0,0.0,0.0,Neutral
122,jubrola, GloCare pls I need details about glo bam tarrif plan I mean the call SMS rate other charges and offer Also code to switch to the plan ,0,0,0.53125,-0.21875,Weak
123,Jumehjed, GloCare Hi i want all the glo tarrif plan now to enable to migrate to any plan of my choice if u like ignore me not ur first tym,0,0,0.3333333333333333,0.25,Strong
124,briannabanksxx1, GloCare just got a new GLO sim card and I don t know which tarrif plan will be best for calling and surfing can you suggest any ,0,0,0.37727272727272726,0.5681818181818181,Strong
125,kiss_teezy,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co sSGDBESIMG t co 3OmHhnEsnE ,0,0,0.6,-0.1,Weak
126,davidakinwaleng,Glo Introduces The Cheapest Tarrif Plan 11k sec For Calls To All Network t co wF6ByKUSUK,0,0,0.6,-0.1,Weak
127,davidakinwaleng,Wow Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co NWtKHItrHc,1,0,0.8,0.0,Neutral
128,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co LIGCGiJKVw t co uTv3YYDhzJ,0,1,0.6,-0.1,Weak
129,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co Khx99grS8F t co uPjskudGAY,0,0,0.6,-0.1,Weak
130,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co LIGCGiJKVw t co uTv3YYDhzJ,1,0,0.6,-0.1,Weak
131,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co Khx99grS8F t co uPjskudGAY,0,0,0.6,-0.1,Weak
132,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co LIGCGiJKVw t co uTv3YYDhzJ,0,0,0.6,-0.1,Weak
133,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co Khx99grS8F t co uPjskudGAY,0,2,0.6,-0.1,Weak
134,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co 1mnvv2oVZT t co uTv3YYDhzJ,2,3,0.6,-0.1,Weak
135,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co KTZKe5qkpt t co uPjskudGAY,1,3,0.6,-0.1,Weak
136,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co KTZKe5qkpt t co uPjskudGAY,0,0,0.6,-0.1,Weak
137,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co NcxII1oGyM t co uTv3YYDhzJ,2,1,0.6,-0.1,Weak
138,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co Khx99grS8F t co uPjskudGAY,0,3,0.6,-0.1,Weak
139,MrFEM0,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co LIGCGis9wW t co OqSQmVk7SW,0,1,0.6,-0.1,Weak
140,goldenlagu,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co 0AuBsYqvUH t co f0uELFfDwC,0,0,0.6,-0.1,Weak
141,jaff8,Glo Introduces The Cheapest Tarrif Plan 11K Sec For Calls To All Network t co Khx99gagK5 t co uPjskudGAY,0,2,0.6,-0.1,Weak
142,Naijaray_com,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K Sec t co q3H23mBDJe,0,0,0.6,-0.1,Weak
143,vstar29,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K Sec t co CCsJTlICW3,0,0,0.6,-0.1,Weak
144,benzafcw,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K Sec t co VWZlSnsnRS,0,0,0.6,-0.1,Weak
145,itsmz_loly,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K Sec t co yYWKxN8C0e,0,0,0.6,-0.1,Weak
146,ElaigwuMichael1,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K Sec t co 0SBgblVPTX,0,0,0.6,-0.1,Weak
147,DailyNgInfo,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K Sec t co 46BQcuDGQW,0,0,0.6,-0.1,Weak
148,TechVibely,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K Sec t co RAhy8fXYJu,0,0,0.6,-0.1,Weak
149,yomiprof,Glo Introduced The Cheapest Tarrif Plan Accross All Network 11K Sec Wealth Creation t co JHEZZytFMq via yomiprof,0,1,0.6,-0.1,Weak
150,KORISAMUEL,Please can you give me a detail explanation of the tarrif plan of glo recoup the call rate bonus etc GloCare,0,0,0.0,0.0,Neutral
151,Heryorbermy,which tarrif plan is the best on glo network defend it,0,0,0.3,1.0,Very Strong
152,blaqdruid, GloCare i need you to enlighten me on d tarrif plan and data bundle of d glo overload asap and y is d network kind of slow tonight ,0,0,0.65,0.14999999999999997,Strong
153,btpius, glocare my pal kindly send me the cheapest tarrif plan for glo imagine am calling an other networks and u charge 10naira for 57sec,0,0,0.6375,0.2375,Strong
154,HOLARNIYIN, GlobacomLimited hello what is ur tarrif plan between 12a m 5a m or is it the same as day calling Am on glo bounce ,0,0,0.125,0.0,Neutral
155,kingsokibe, GloCare Please i want know if glo overload changes ones tarrif plan i want to migrate but want know the t amp c Thank you,0,0,0.0,0.0,Neutral
156,Jozienom, GloCare I want to know if OVERLOAD will OVERRIDE my GLO Bounce cheap Tarrif plan or stop my free MB upon recharge Does OVERLOAD affect ,0,0,0.75,0.4,Strong
157,Benwealth01,Whch tarrif plan GlobacomLimited lindaikeji Happy Days for Glo subscribers as tariff drops to 11k per sec t co V4zuHJ42BO ,0,0,0.8,0.35000000000000003,Strong
158,fabinuibidapo,Which Tarrif Plan has the cheapest call rate on GLO NETWORK ,0,0,0.0,0.0,Neutral
159,iamolakamara, GloCare I want u to pls explain glo Hi5 tarrif plan for me and how to migrate to it Thank u,0,0,0.0,0.0,Neutral
160,iamolakamara, GloCare pls I need to understand glo Hi5 tarrif plan very well and its migration code Thank u,0,0,0.3,0.2,Strong
161,_Daminabo,Join the Tarrif Plan click here t co zpwNygBHpU Glo Bumpa f,0,0,0.0,0.0,Neutral
162,_Daminabo,Join the Tarrif Plan click here t co zpwNygBHpU Glo Bumpa ,0,1,0.0,0.0,Neutral
163,GadgetsNgs,Incase you are not already using the glo bounce tarrif plan here are top ten reasons why you should consider using it t co 6LR59jKzAe,0,0,0.25,0.25,Strong
164,GadgetsNgs,Incase you are not already using the glo bounce tarrif plan here are top ten reasons why you should consider using it t co 6LR59jKzAe,0,0,0.25,0.25,Strong
165,GadgetsNgs,Incase you are not already using the glo bounce tarrif plan here are top ten reasons why you should consider using it t co wAKkYp1jB4,0,0,0.25,0.25,Strong
166,nignaira, GloCare kindly send me the tarrif plan and charges 4glo bounce and oda call packages available on glo mobile network on prepaid lines,0,0,0.65,0.5,Strong
167,adeboye_j,Salat RT iamwardlaw GLO RT DopePR_ Etisalat or MTn best tarrif plan JABURATALYPRICSCOMPETITION ,0,0,0.3,1.0,Very Strong
168,GadgetsNgs,The New Glo Tarrif Plans Glo Talk Free tariff plan Glo Hi Flier And their Activation Codes Technology t co HruVhz9bR1,0,0,0.6272727272727273,0.2681818181818182,Strong
169,angels2mike, Glo_care please which tarrif plan is this nos 08056851386 ,0,0,0.0,0.0,Neutral
170,allenTdon,Full details of the New Glo Bumpa tarrif Plan that Gives 200 Bonus t co Df554as93y PLS RT,0,0,0.5022727272727273,0.24318181818181817,Strong
171,allenTdon,Full details of the New Glo Bumpa tarrif Plan that Gives 200 Bonus Earlier this December t co 89T4NABZcC,0,0,0.5015151515151516,0.1621212121212121,Strong
172,allenTdon,Full details of the New Glo Bumpa tarrif Plan that Gives 200 Bonus t co Le35fbhX14,0,0,0.5022727272727273,0.24318181818181817,Strong
