,Unnamed: 0,Username,Tweet,Like Count,Retweet Count
151,151,bigdaddyits,"PLAYSTORE
https://t.co/XLiF4CaS03

Buy @ Cheaper Rate
Text/Call/WhatsApp +2348023056889

Data Plan {Mtn, Airtel, 9mobile &amp; Glo}
Waec/Neco
Electric Bill
Tv Subscriptions &amp; more.

Visit Website: https://t.co/sEONG7KW3V https://t.co/EuyCPEOuyP",2,0
152,152,VikkiP99,@Catalyst_247 Airtel still have the best Data plan somehow followed by Glo. Mtn are good for nothing,0,0
153,153,CSammyurah,"Best Data Plan Offer ✅

MTN 3GB = #600
Airtel 2GB = #600
Glo 2GB = #600

Send us a dm👇
https://t.co/2ScVIwwvsm

#Nigeria #Opay #TikTok #19years #Bible #Peter Obi #China #Inecresults  #WhatsApp #BreakingNews #BREAKING https://t.co/ZqwWR8RiqW",0,0
154,154,FloraKode,"@kwatmen_ Strangely glo network is better in mu father's house, that was how I subscribed sef and found out that their data plan is mad.",0,0
155,155,NigerianaFirst,"However you can try some code to know which one is currently working.
Example: Credit Balance: *310#
Credit Recharge: *311#
Data Plan: *312# are currently working on my Glo and MTN.",0,0
156,156,Remmyma_,"@GloWorld @poshesteb Why are you guyz deducting from main data(sub) instead of night sub you included,I did #1500 data plan,3.5gb +4gb night sub  am using it now u guys are deducting the main data and the night sub is not reflecting  if I checked data balance. Glo do something about this",0,0
157,157,PissOfPiss,Glo midnight data plan is scam 🌚,0,0
158,158,EtohNelly,"This Glo service provider Una try well well o. I bought weekend data suddenly the network became unstable. Woke up this morning to get SMS that my data plan is exhausted 🤬
@GloCare and INEC are toying with Nigerians.",0,0
159,159,AustineLove7,"@GloCare @GloWorld I am having serious issues browsing with your network,and for more than five hours now I have been trying to gift a 1000 monthly data plan to another glo user and is not working.",0,0
160,160,DeTaureanChosen,"For GLO's data plan
1.8GB-----N600
3.9GB-----N1,050
4.1GB-----N1,450
5.2GB-----N1,650
7.5GB------N1,950
10.0GB----N2,750
13.25GB---N3,650
18.25GB---N4,450
29.5GB----N7,100
50.0GB----N8,950
93.0GB----N13,000
119.0GB---N15,550
138.0GB---N17,450",1,0
161,161,GazaEzekiel,"@AirtelNigeria nothing like that any time I subscribed to to your data plan it always vanished even before one, glo are my current data supplier",0,0
162,162,Pature111,@_mrsmalaprop @MTN180 @MydeNutMid Glo data plan is even worse. 😂they just like to use us dey play in this country. Now we all have to reduce data usage. No more YouTube 😂😂,0,0
163,163,Fiptech,"@OPayNigeria I used the USSD CODE to buy daily data plan of 300 naira for 1Gb but I got 350mb instead. this is not the first time, that this is happening the previous one was 50naira for 500mb night plan on GLO but I got 50mb https://t.co/RV5I866Z3E",0,0
164,164,Fiptech,"@OPay_NG @OPayNigeria I used the USSD CODE to buy daily data plan of 300 naira for 1Gb but I got 350mb instead. this is not the first time, that this is happening the previous one was 50naira for 500mb night plan on GLO but I got 50mb https://t.co/rSpDG7Zx6i",0,0
165,165,IffySax,"@GloWorld Thanks For this.

And less I forgot, I discovered that the Glo network in my Area at Ipokia LGA is now coming back stronger. I wish it stays stronger as I'm currently enjoying the weekend data plan.
Thanks for the good work
Ese Gan Ni ✌️🙏
#gloworld",0,0
166,166,tancyotiz,"@GloWorld Abeg i just did 2k data plan on Tuesday, and you are already telling me i have 220Mb left. Pls. Remove your free 8k airtime. Anytime you give Smthin you always have a way to take it bck that's evil. Glo is supposed to be the indigenous network but unna de extort people",0,0
167,167,Official_Boye,Glo is no longer the network I use to think it was...Glo don make sense with call rate and data plan on banger!!!@glo dey carry me trabaye😂😍 @glonigeria,0,0
168,168,giwa179,"@MTN180 I borrowd a data plan of 1.2GB(monthly)on Saturdy (18-2-23)evenin but I culdn't see it,let alone use it.I had to borow anotha 100MB daily plan d followin mornin to be able to check my #WhatsApp  messenger. Or is this ""referred to as Network Freeze"" also? Anyway #Glo welcomed me.",0,0
169,169,aweosa_,"Got a mini data plan yesterday from glo and my network was working fine.
Decided to get a larger one today and I don’t even have “E”. 🤦🏾‍♀️",1,0
170,170,backarray2001,"I am so angry and bittered  how on earth can one buy a data plan and it so frustrating. You can't watch a complete video on any social media, you can't just browse in peace . Glo hope this is not a scam ....",0,0
171,171,e12856c73e4f4fc,"@gtbank I sent #500 worth of glo data plan to 07057951777 using *737# between 6:40pm and 7pm. I was debited, yet my glo line was not credited with the data plan",0,0
172,172,ForbesNGBlog,"New Glo Football Data Plan

The Grand masters of data are back with another bone . Guess what this time? Glo has introduced a new special data pack known as the Glo football data plan. This plan offers you as high as 4 GB of data for N500 and 10 GB for

https://t.co/wM9eSkTSY4 https://t.co/FhNZgrfQTl",0,0
173,173,gizmoreel,How To Subscribe To Glo 24GB Data Plan For ₦5000 https://t.co/aCIMRYDgap,0,0
174,174,VektorAce,@zf_mackie @Vikkyoyinnn Glo doesn't offer us this much data plan,0,0
175,175,ItsekiriYanga,"@GloCare @GloWorld recently, once I buy ur match day data, d network disappears and doesn't return until d data plan expires.
Won't buy glo data anymore for a while. Waste of money lately.
Thank God for 2nd SIM from a different network provider otherwise I would b stranded.",0,0
176,176,jhonnie_gadgets,"@GloWorld What else......
Poor Glo Network!!!!
I can't use your services and the data plan keeps wasting just like that.... Without me using it",0,0
177,177,Dominionci,"Whilst I manage my glo data plan, my neighbour has just quietly installed his Starlink dish. If only I can just touch a few minutes of your connection sir 🙂",2,0
178,178,Ell_Chika,"@GloWorld can you stop interrupting my data service just because the berekete bonus you dashed me got exhausted when I still have active data plan.
 Sincerely.
#glo #dataplan",0,0
179,179,Folashade_RP,"Glo data is now cheaper, kindly patronize me. 

Let me be your surest plug for your cheap and affordable data plan....... https://t.co/MUq0xlKzSv

#fearwomen #iyaboojo #CBN https://t.co/rW8a2pLcDf",3,0
180,180,morebeestings,"I have four different internets; Dotmac, MTN 5G, Glo mifi and MTN data plan.

None is working. Not even one🤦‍♂️

Pls how much is starlink???",1,1
181,181,Manchester_4555,"@Naija_PR Glo DATA plan

1.5 gb   - 530# --.     14days
2.9gb     -1050# -    -30days
4.1gb   -#1550# -    30days
5.8gb    - #2050#    -30days
7.7gb.   -#2420#.    -30 days
https://t.co/JVp5BeDfm6 .    #3000# -.  30 days
13.25gb . #3950# -.  30days
18.25gb.   #5000#.   30days",1,1
182,182,fathiuuuu,"mtn 10k data plan is now 60gb and not 80??????

i’m pissed cos there’s no way i used 80gb in 17 days when i also use data on my glo and now that i’m trying to subscribe you’ve taken 20gb off it 

wtffffff",9,0
183,183,GloWorld,"@Kaslex_1 Good afternoon @Kaslex_1, I am sorry to hear this. May I have the Glo number you intend to purchase the data plan on via DM?  
*Blessing",0,0
184,184,Kaslex_1,"@GloWorld I was trying to process a Glo data plan and mistakingly inputed an Airtel number and I was debited..
Why?? https://t.co/x5EWCcKpdr",0,0
185,185,GloWorld,"@Ayomide0611 @GloCare Good morning @Ayomide0611, thank you for reaching us.  When you get a new Glo SIM, you will receive a bonus of up to 100% on data plan purchases for 4 months.",0,0
186,186,abnormal_normal,"@lancythealien @AirtelNigeria It's been really crazy, been forced to  subscribe to a data plan on GLO",1,0
187,187,etta_imohh,@DhavidPr I just dey wait for Glo 100naira 500gb data plan now. Make everybody wey get money port go Starlink finish.,0,0
188,188,HydroStatiQ,As soon as you buy a data plan on Glo network: https://t.co/fxB2fwlK2H,0,0
189,189,Mag_Ni_Fico,"The YouTube night data plan from @GlobacomNigeria @glonigeria @GLO__NIG is a big SCAM!!

#TrendingNow #BBTitansXJameson #온우주가_지성이_스물둘을_응원해",0,0
190,190,schoolboyefr,"What's your data plan?
Mine is glo 3k a month .. Dat is because i use wifi @tizeti Network",1,0
191,191,nkyru,@DuchessAnnie Glo has a plan that if you buy they double your data plan sef,1,0
192,192,DuchessAnnie,"Glo has a cheaper data plan than the others. 42GB = 10k, MTN 40GB = 10k",21,1
193,193,GloWorld,"@Garbaibrahim1 @fccpcnigeria @airtel_care @MTNNG However, if you require a data plan that can be used at any time of the day, you can subscribe to our Glo Special data by dialing *777#.Thank you **Funmi",0,0
194,194,sarnchos,"No airtel service all day in owo and ipele 

Had to switch to glo. 

These guys usually switch off their own mast by 8pm until 6am

Meanwhile my data plan includes 1g night plan. Scam!",16,4
195,195,GloCare,"@Onowuabagana @GloWorld Hello @Onowuabagana, To view your data sharing list, *127*00# 
To unshare the number, dial *127*02*glo number# 
Kindly be informed you should have an active data plan to unshare. You can also send mail to datasupport@gloworld.com for your data usage. *Odewole",0,0
196,196,usb_pate,"Cheap glo data plan 😭 
 Baba @SpaceX starlink Don dey Town oo 😁",0,0
197,197,XiiX5,I've not had an active glo data plan for almost a year but they never fail to text me EVERY DAY telling me the plan has expired or this and that. @GloWorld can I breathe please?,0,0
198,198,MySpace_deux,@swizzy_baby Glo data plan,0,0
199,199,GloCare,"@Chioma_Chiomaa @AirtelNigeria @myaccessbank @accessbank_help Hello, @Chioma_Chiomaa. Yes, a Glo data can be purchased on another network line when you choose the wrong network provider when subscribing for the data plan. However, you will not be able to use the data plan.
*TINA",0,0
200,200,cruise_herself,"I broke up with this ex in 2019. I haven’t used my data plan for more than a week since I can remember. I decided to call Glo today. After my para, the lady said “Do you know you’re sharing data with someone”. She told me how to check which I did. Buchi, you’re wicked!😭💔",1,0
201,201,trailblazer_02,"before you go online.
If this happens in the middle of a meeting one gets upset.
Pls help us to tell them to automatically switch to the main data plan without interrupting the network and our online work and meetings.
The only thing I enjoy from glo network is their airtime bonu",1,0
202,202,SopuruEgbodo,"@YemiA_ @eldivyn @EstheAjewole I used to spend ₦10k to ₦15k monthly on GLO data, but I started this yr with the ₦18K data plan.

I've not used half of it and the month is ending. I'd do ₦1k monthly data plan b4 it expires &amp; carry over my remaining data &amp; continue to use it for the next 2 months.",4,0
203,203,fajeminigba_p,"In MTN and GLO
  Who has the best data plan",0,0
204,204,Hassan_0226,"@temiokomi The last time used GLO for data plan I almost develop HBP, I knew their network was terrible but I thought it shouldn't be that bad because I said to myself that what I was going to use it for was limited, you will see 4G firm like dis on your phone but all na scam.",1,1
205,205,othellz,"The least you as a business could do @GloCare @GloWorld is LET CUSTOMERS KNOW YOU’RE GOING THROUGH ISSUES. 

I honestly REGRET PAYING FOR YOUR YEARLY DATA PLAN, BUT AT THIS POINT, there’s ZERO VALUE IN HOLDING ON TO THIS USELESS GLO LINE",1,0
206,206,ali_bala,"@rhymezx_code @shegun_ LOL, got to change my data plan first: something like Glo's 1000GB for 1 year for 100K, to make more sense.",1,0
207,207,iamFRANQ,#RT @Naijaknowhow: How to Cancel Auto-renewal on Glo Data Plan (Code) https://t.co/99JDjNCpnT,0,0
208,208,iamFRANQ,How to Cancel Auto-renewal on Glo Data Plan (Code) https://t.co/9QTOWynnIA,0,0
209,209,Naijaknowhow,How to Cancel Auto-renewal on Glo Data Plan (Code) https://t.co/l1Cpe1yXdH,0,0
210,210,mr___manny,"@Addlinbaby Glo data plan is the best and most economical right now ,, y’all should switch",1,0
211,211,_kemi_sola,What’s the best data plan on glo?Somebody please help  because I’m done with MTN 🙏🏾,1,0
212,212,oluwatobiIoba,Glo has a data plan called WTF 😂,0,0
213,213,fecomnet2,"With Glo match day data plan, you don't need dstv if sport is the only reason you watch dstv. Get Smart TV, you're good to go.",0,0
214,214,OmoIjaye1,"HAPPY SUNDAY 

Sunday amusement shouldn't be cut off because of NO DATA!

Enjoy  our DATA services 
1gig mtn = #260
1 gig airtel = #350
1 gig glo = #500

For any of your Data Plan  Message https://t.co/TGRWQ1Lzk4 Now! https://t.co/sAMr68aESa",0,0
215,215,Adedamola__DML,@Ibn_samuel Any glo data plan similar to MTN 20g + 20g bonus for 5k,1,0
216,216,honxabriss,MTN keep messing around with my data plan why I’ll run back to Glo and I just bought mifi from them 🥲🥲🥲@MTNNG,0,0
217,217,Fadabuddy1,"@Glocare, I am currently on Glo Brekete and when i recharged N1,000.00 for a DATA plan its not browsing. Please i want to go back to my normal Glo package Plan so i can browse anytime. Help me (08059119214) ASAP.",0,0
218,218,magik_b0y,"@GloWorld @MTNNG Slow, it happens often, the most annoying thing from glo is when they can't switch my data plan without me switching airplane mode on and off",0,0
219,219,anonyshu,"How to Stop/cancel Glo Data Plan Auto-Renewal (Code)

https://t.co/3MwM933SN4",0,0
220,220,Xikoandy1,"@GLO__NIG @glonigeria @GlobacomNigeria 
How on earth does one pay for Sunday data and waits till it expires without having value for it? I av not bin able to use the Sunday data plan. YET IT WILL EXPIRE and my money would just go without value?
No compensation plan...
#Glowahala https://t.co/xVFoJFrJzy",0,0
221,221,mubby249,@dearest_hanny @OAUtweet Glo is good averagely but the problem is their frequent network breakdown. I think their data plan is good too.,1,0
222,222,Jovian_UZ,"@GloWorld Happy New Year GLO, this new year kindly change your message format from “dear customer, your plan has expired"" to “dear customer, your data plan has expired”
It is annoying not funny, whose plan will expire? Haba!",0,0
223,223,KingPasifik,"@_pizkira_ @Stilliberty Make una leave Glo, una no gree because they get cheaper data plan.😂
It still doesn't answer the question of are you a man?",1,0
224,224,SongsOfDerek,Why I use Tizeti. Unlimited data plan is the only way to use a smart TV. Glo and MTN almost ruined me. Imagine 30k sub not lasting 3 weeks but Tizeti costs just 12k5 monthly plus it works on up to 8 devices.,0,0
225,225,keed_ose,@Fosudo Happy new year. Pls is there anyway we GLO users can double how data plan just like MTN like d one i saw in 1 of ur video. GLO l. Thanks,0,0
226,226,Charlenze2000,"@GloCare glo glo glo, I'm not ready 4 ur frustrations dis 2023...I beliv d essence of subscribing 2 a big data plan is so I don't get to hav any interruptions. Wat's d point in havin ova 200gb on my sim yet can't load images properly not to talk of downloading files.",0,0
227,227,JudeCThaddeus,"@GloCare I subscribed for N1,500 data plan on 31st December 2022 and my bank account was debited. I couldn't do much due to bad network.  Suddenly yesterday in the afternoon,  I  got an sms from Glo that my data has finished.  Why this robbery?",0,0
228,228,JagohTech,How TO Subscribe To The New Glo 10GB Data Plan For Just N1000 -  https://t.co/YH4ociOHLL,0,0
229,229,murewaszn,You'll buy a data plan on Glo and still have to beg them before they activate it,0,0
230,230,GloWorld,"@d_punisher23 Hello @d_punisher23,  Always On is not a data plan. It is a subscription that retains your line on the Glo network for 365 days, guaranteed, no matter what.",0,0
231,231,GloWorld,"@d_punisher23 Hello @d_punisher23, sincere apologies for my delayed response. Please be informed that Glo Always On is not a data plan. Kindly dial *777# to view our available data bundles. Thank you.
-Jane",0,0
232,232,GloWorld,"@Matooosa Hello @Matooosa,  sincere apologies for my delayed response. You may dial *127*02*Glo Number# to remove a number while you have an active data plan. Thank you. 
-Jane",0,0
233,233,GloWorld,"@Matooosa Hello @Matooosa, sincere apologies for my delayed response. While you have an active data plan, you may dial *127*01*Glo Number# to share your data plan. Kindly note that you can only share data with a maximum of 5 Glo numbers at a time.",0,0
234,234,cutefesty,"@MTN180 @MTNNG Its not about size? I am Same Gionee310 ..the same data . I changed to Glo data plan ,I cannot finish 1gb plan. I started looking for what to download. Please you guys should wake-up. Am not the only person complaining.",1,0
235,235,ragnokkk,@GloCare please my glo network is not working and I have an active data plan. What could be the problem? Please rectify this immediately!!,0,0
236,236,NGbaze,Glo Data Plans – How To Get Glo Data Plan 200 For 1GB https://t.co/6Zc7wzAxGR,1,0
237,237,GloWorld,"@Vendettart_b @GloCare Hello @Vendettart_b, I am sorry to hear this. You can subscribe to the Glo special data plan with no night data volume. Kindly dial *777#https://www.gloworld.com/ng/personal/data/data-plans
Thank you. _Paul",0,0
238,238,GloWorld,"@francharles_sw6 Hello @francharles_sw6,  I am sorry to hear this. Kindly restart your device after a few minutes to observe the behaviour. You can subscribe to the Glo special data plan with no night data volume attached to it.",0,0
239,239,BesttiMusic,"@ADEBOWALE____ You say cheapest data plan..
Which of the plan ?
Getting a GLO sim card",0,0
240,240,GloCare,"@talkofcj Also, you can add a maximum of 5 Glo numbers to share your data plan with. Thank you. 
-Jane",0,0
241,241,GloCare,"@talkofcj Hello @talkofcj, please dial *127*01*Glo Number# to share your data plan. Please note that you need to have active data to be able to add a number to share with you.",0,0
242,242,smxlez_,Glo with their worst activating Data plan 😒😒.. make I still wait for like 2hrs before midnight plan is activated or dey off/on phone like NEPA.. https://t.co/sR7dA5WYzZ,8,3
243,243,GloCare,"@IsaacAuta16 @ayoola_olaoyea If you are browsing or accessing Showmax, the depletion will happen from Glo Showmax data plans and if you are accessing any other sites it will get depleted from General Base Data plan.  *Odewole",0,0
244,244,LanreAduke,"Good morning Famclients 🤗
Happy new week.. ❤️
  Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN and Results check.. Also available for your Data giveaways..💯

NO SCAM ZONE ✅ 💯❤️
#Onlinetradefair #Askforvendors https://t.co/uCLDJzHeB8",81,76
245,245,LanreAduke,"Good morning Famclients 🤗
Happy new week.. ❤️
  Get your Cheap Internet Data Plan and Airtime Recharge for Airtel, 9mobile, GLO, MTN, Pay DSTV, GOTV, PHCN and Results check.. Also available for your Data giveaways..💯

NO SCAM ZONE ✅ 💯❤️ https://t.co/lw4SLB3rVB",48,46
246,246,kobbywayne699,@airteltigoghana you guys bought glo and make changes on the Data plan moy3 Mmoa paa,0,0
247,247,sure_Obadiah,"@Enny_Sam20 Abeg getat

How much glo sell unlimited crying data plan for you sef🤪",0,0
248,248,_quiNomy,"@Taofeeqoh__ @YemiFirstson What’s the best data plan epp me???🙏🏼
Glo or Airtel please",1,0
249,249,ItsjustOlaa,"Fraud ni Glo bcos i opted for one off subscription,wanted to upgrade it now they’ve immediately renewed my data plan.Who sent you people message 😏😏. Inu Tonasobe ni 2nd glo yi shi ma pada si once I retrieve that MTN Lola Anobi 🤝.",0,0
250,250,Sir_EbubeEleazu,@Don_Femo Omo bro it’s really crazy. All the network providers are the same no better option . Glo will tell u 1.5k for 7gb but in reality it’s 3.5gb you’re paying for . And by the time u know what’s up boom data plan would soon be exhausted. Criminals mehn,0,0
251,251,OlafemiVictor9,@OkezyMarvel @Chima_Senpai @Oildeyforyou_ @Alabiy999 @uniquely_PAM @alli_iamexhaust @iam___rahmoni A rare photo of Glo and Mtn Data plan,6,0
252,252,joemmy999,@GloWorld This screenshot shows my subscription of Wednesday since then I've not subscribed on glo again 1gb expired with me doing anything meaningful the number brought up to be sharing my data plan is not even close by and has no access to my phone and I did not share my plan with anyone https://t.co/kzFr1uk8Tl,0,0
253,253,Richy72794864,#glo I have being subscribing but my data plan seems to be running down faster than expected..what's the problem?,0,0
254,254,Teeymoney77,@sportingshina I will buy Glo or MTN  Data plan,0,0
255,255,princeezechukwu,Please how do one cancel a data plan on glo?,0,0
256,256,jerrydoubles,Someone should share the best GLO data plan they know. Thank you.,5,3
257,257,AG_Akeey,@Damslim2 @PreciousEsiri Glo simply doesn't do it for me. Fucked up data plan so I don't expect better regarding consumption.,0,0
258,258,obumkelechi,"For the past 2 months I've always been purchasing @GloWorld campus data.
As indicated #500 campus data--2.6GB.
Which I feel is better than the normal #500 for 1.6Gb, after purchasing the campus data plan of #500 I immediately checked my data bal and saw only 800mb.
#gloworld
#glo",0,0
259,259,jhayFrosh6,"@GloWorld Glo
Change ya data plan",0,0
260,260,jivaska19,"Nothing like that. Una dey suck data! 
The same data plan I'll do on my Glo sim, lasts more than a week, once I do it on my MTN, it doesn't last 2 days!",0,0
261,261,OlafemiVictor9,@EziomaKalu Glo data plan. Guess that's the only thing that stays longer this days 🤭🤭,0,0
262,262,brokinbottle,So 3k glo data plan gives 10gb? Ohk now,0,0
263,263,zazarat,"I’m not understanding Glo and their data plan again 

I don’t want 4G night from my 9.2G
Just give me my data all like that 😒

Cos when I check my data balance it’s morning own they’ll be showing someone",0,0
264,264,RichEnterprise_,"*GLO Data Plan*
3.9Gb - N950
7.5Gb - N1400
9.2Gb - N1900
10.8Gb - N2400
14Gb - N2850
18Gb - N3800
24Gb - N4800
29.5Gb - N7700

Validity 30 days

Click on the link to buy now
https://t.co/c1EgCyRysK",0,0
265,265,Oyakhilome_,The Glo 1terabyte plan is the best data plan ever,0,0
266,266,UrglyGramm,"@izi264 @Blaxkistan Omo how i go change sim cos i experience few hrs of bad connection 😩 are u fr ? 

Omo the kin data plan wey glo get, no network get am and e fast no come closer 😂",1,0
267,267,Chijokeofficia1,"@Amb_Felix_ @solomonjanet796 @wfialaosika1 @Iam_Magixx The last i did,proper data plan.
Just letting you know we don't do awoof data ( glo) here, as you do.",0,0
268,268,cruelsantiyes,"i thought glo was the problem, i just didn't have a data plan",0,0
269,269,esujohn,"Glo will just stay and send msgs - ""You have exhausted your data allocation, and your data access has been blocked."" 🤣
Is it meant to be a threat? For a line that hasn't seen a data plan in close to 3 years 🤣. I thought data access was blocked since.",2,0
270,270,Hassanah_tu,Which glo data plan is the best please anyone?,0,0
271,271,Teemos1,Shey I'll not block this glo line ni? Why are they disturbing me with messages about renewing my data plan?,0,0
272,272,MekziTech,@GLO__NIG you guys are a criminal organisation. Fellow Nigerians have you taken note of how globacom steals from Nigerians? Imagine buying data plan N2000 for 9gb. 5gb for the day and 4gb for the nigh. U xhaust d 5gb and the 4gb expires without using it.,0,1
273,273,Molex_A,@GloCare give us unlimited data plan as part of the joy festival glo as the king of unlimited #glocare,0,0
274,274,AlMiyatti,@GloCare @linklups To subscribe for Glo Night Weekend Data Plan. Is Just waste of money. You will start seeing unstable networks after buying the data plan. This plan is a scam,0,0
275,275,iamKristil,@Obi_BlessedOne I have actually have GLO.... They don't have reasonable data plan,0,0
276,276,OnuhAkor,"@ShawnLufi @TheMahleek @MTNNG @AirtelNigeria @Airtel_Presence Wetin man go come do like this. I get glo but their data plan no good at all. Them go give u 200mb, 110mb na for night browsing 90mb naim be normal data. Which network i go switch to like this? @elonmusk when is starlink getting to Nigeria?",0,0
277,277,Meraldmusic,"So @MTNNG @MTN180 has also join glo in deceptive advertising on their data plan.

Paid 6k for 50gb only to get 25gb ...

Una don dey mad too...

#leaked #leaked https://t.co/5vOBocokj7",0,0
278,278,krraaasshh,@TheMahleek MTN data plan and network&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;Glo,0,0
279,279,gideonmizpah,"Glo users, what is your go-to data plan?",0,0
280,280,Ferdinand_000,"@GloWorld @SalamiRotimi I just regret spending 10k data plan on GLO, I can’t even browse if there is another word for slow that’s what you guys are",1,0
281,281,Keke01728263,"@GloWorld @Motunrayor01 Good afternoon Ms/Mrs. Victoria. I hope your day is going well. Please I took a data loan of 1K yesterday and I recharged exactly 2,500 in a bid to pay the loan and also get a data plan. Unfortunately, I recharged all and they (GLO) have taken it without giving me my plan. 1/",0,0
282,282,HeyitzDavve,@Victorios_Mr @a__mhayorkun @MaduforoJesse @mister_ade5 @anthonystilldey @adaobowo1 Lmaoooo glo that is known for their cheap data plan,0,0
283,283,A_damex,@NazeefMohammed7 @kizy__orton @I_Am_Winter Glo data plan *555# is still active I just did it this morning,0,0
284,284,iamTooFit,"Glo made me buy a Sunday data plan that’s meant to last for 24 hrs only for them to use my existing monthly data, so what exactly is the essence Lol I don’t blame you people @glonigeria",0,1
285,285,FernandoWona,"I just say make i let Una know say glo Don drop another update. 

""Your chance to be a LANDLORD!
Dial *611# to enter and Buy data plan of N20,000 or more to stand a chance of winning a HOUSE in the Glo Festival of Joy promo""

Abeg Na phone network we want use, nor anoda naijabet",0,0
286,286,joynama8,"Good morning, I subscribed for the campus boost data plan through the glo cafe app but the data plan wasn't activated,but the transaction was successful and I was debited ,so I request for a refund or reactivation of the data plan purchase,immediately.
#glonigeriarefundmymoney# https://t.co/UcwoUN2nEl",0,0
287,287,BummiMary,@DAMIADENUGA #GLOFESTIVALOFJOY 138g of glo data plan..,0,0
288,288,Efe_Biye,Definitely buying spectra net at this point. Tiring of this Glo data plan,0,0
289,289,wtfrwyd,Abeg which is the best data plan for glo,3,0
290,290,Ifedaayoo,Just when I think I’ve seen spare cash I get the “Dear Customer your data plan will soon expire” text from Glo 😭😭,0,0
291,291,betechwise,Glo Sunday Data Plan: How to Get Glo 1.25GB for N200 https://t.co/L5MKGuNvku #tweet #trending #retweet #betechwise #rtitbot #retweet,0,0
292,292,betechwise,Glo Sunday Data Plan: How to Get Glo 1.25GB for N200 https://t.co/Tf9I0kMy1Y  #influencer #influencermarketing #tech #techbloggers #techblogs #techie #technews #technology #instagood #womenintech,0,0
293,293,betechwise,Glo Sunday Data Plan: How to Get Glo 1.25GB for N200 https://t.co/Tf9I0kMy1Y,0,0
294,294,Singularity_icp,"@OgaSammyWejinya My dear brother Sammy, Get a GLO sim and use berekete package. Benefits;
1. Fastest download speed compared to others.
2. Mega data plan compared to others.
3.  Heavy bonus on recharge ( data &amp; calls )
4. Unlimited free calls with a little hack.

*NB* prove above☝️ https://t.co/uzFL4FCROe",1,0
295,295,kells4real,"@GloCare You guys even charged me for calling your customer care line? About 1k gone in addition to the 2k monthly data plan that suddenly vanished. Na to borrow, use am take do data, the throw away the useless line o. I no use @Glo again abeg.",1,0
296,296,chinonso_tm,@badboivee @MaliqYoba @O_Ikechukwu18 @_AsiwajuLerry For data plan nah glo ooo..but make you use am well nah wahala,0,0
297,297,MaliqYoba,@O_Ikechukwu18 @badboivee @_AsiwajuLerry Glo get better data plan but the day them chose to show their subscribers shege eh,0,0
298,298,Starfrosh_1,GLO... Legit Network 4 Data Plan 💯✌️🌎 https://t.co/ikfv44UGvN,2,0
299,299,is_sylva,"Data plan should be unlimited if it says it is unlimited. If Mtn, glo etc can not do that, then they can go. Please let's do it like is done in USA, UK and developed countries. 

My software development company will build softwares for Nigeria.",0,0
300,300,DpowerBankers,"Glo's Match Day Special Offer data plan is the real deal! 
10GB for #1,000 only. Talk about data offering with unlimited gusto.",0,0
301,301,SJosipe,"Glo network still retains its status as the most useless in Nigeria
Bought a 24-hour 4GB data plan yesterday to download a game and still have not downloaded the app up to half 
Even WhatsApp messages take a while to load. For a whole day
Now it's going to expire at my expense",0,0
302,302,andre_chris04,"@HouseOfAmbers But u can assist me with data plan 08058477143. GLO
YOU ARE BLESS DEAR",3,0
303,303,eaglethefirst,@ChigozieObi_ Try GLO 1TB data plan if it’s stable in your area. Lasts for a year.,0,0
304,304,SampaAsa,"@_didonny1 @MrPman I'm fr Gy
1500 data plan in Glo is 7Gb
Buh MTN 2k no reach am",0,0
305,305,Ketas_Perfumery,Shora fun glo data plan😪😪😪,0,0
306,306,hoye1620,"Glo is toying with my emotion ………which one is “Dear Customer, Your data plan will expire soon”………plan mi bawo",0,0
307,307,Hauwa__Mohammed,"@OtunbaCoff My uncle has over 20gb on his phone and he’s not using it
Wetin person wan dey use 1gb per day do 

I know Glo has sharing option that allows you add user(s) to your data plan",0,0
308,308,Iam_Vanpersie,@GloCare pls I’m finding it difficult to subscribe to a data plan on my glo line. It keeps saying error occurred. What can i do pls…,0,0
309,309,Iamd_a_mmy,@JimohAZT Glo data plan,0,0
310,310,kill_sh0,"@itzbasito It's not everywhere sha 
Glo actually has nice network in places

The only issue I face is the switching off data plan 😂
You'll have to switch airplane mode on and off for awhile",1,0
311,311,DesignLova,"@primecron @jobosonchisa @MTNNG Glo is sweet when it comes to their data plan 
The network shake me yesterday too 😂",1,0
312,312,GloCare,@Raffy_lfc @Faraday2004 @GLO__NIG @GlobacomNigeria @glonigeria @Raffy_lfc Hello @BufordHusband5. I apologize for the delayed response and for the issue experienced. May I know if you have been able to subscribe to the data plan? **Adigun,1,0
313,313,Newshour_ng,"Glo Data Plan: How To Buy Data Bundle, Subscription Codes And Price https://t.co/xA77HGGGhi",0,0
314,314,Kyleran047,@GloCare I have been trying to subscribe to a data plan on my glo line 09057516406 to no avail. Pls any problem with the line? Pls help.,0,0
315,315,keeflee33,Glo don Make corrections. Adupe. Ewo ni YOUR PLAN WILL EXPIRE SOON or YOUR PLAN HAS EXPIRED. I dey always return the curse Sha. Now they have adjusted it to YOUR DATA PLAN,0,0
